iform	iclass	category	extension	isa_set	mode	bytes	xed_iform	xed_length	decoder_contract	operand_contract	legality_contract	formatter_contract	evidence_state	blocker
VCVTUQQ2PS_YMMf32_MASKmskw_MEMu64_AVX512_VL512	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 ff 49 7a 00	VCVTUQQ2PS_YMMf32_MASKmskw_MEMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 ff 59 7a c0	VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SD_XMMf64_XMMf64_GPR32u32_AVX512	VCVTUSI2SD	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 7b c0	VCVTUSI2SD_XMMf64_XMMf64_GPR32u32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SD_XMMf64_XMMf64_GPR64u64_AVX512	VCVTUSI2SD	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 7b c0	VCVTUSI2SD_XMMf64_XMMf64_GPR64u64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SD_XMMf64_XMMf64_MEMu32_AVX512	VCVTUSI2SD	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 7b 00	VCVTUSI2SD_XMMf64_XMMf64_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SD_XMMf64_XMMf64_MEMu64_AVX512	VCVTUSI2SD	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 7b 00	VCVTUSI2SD_XMMf64_XMMf64_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SH_XMMf16_XMMf16_GPR32u32_AVX512	VCVTUSI2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 7b c0	VCVTUSI2SH_XMMf16_XMMf16_GPR32u32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SH_XMMf16_XMMf16_GPR64u64_AVX512	VCVTUSI2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 18 7b c0	VCVTUSI2SH_XMMf16_XMMf16_GPR64u64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SH_XMMf16_XMMf16_MEMu32_AVX512	VCVTUSI2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 7b 00	VCVTUSI2SH_XMMf16_XMMf16_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SH_XMMf16_XMMf16_MEMu64_AVX512	VCVTUSI2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 08 7b 00	VCVTUSI2SH_XMMf16_XMMf16_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SS_XMMf32_XMMf32_GPR32u32_AVX512	VCVTUSI2SS	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 7b c0	VCVTUSI2SS_XMMf32_XMMf32_GPR32u32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SS_XMMf32_XMMf32_GPR64u64_AVX512	VCVTUSI2SS	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 18 7b c0	VCVTUSI2SS_XMMf32_XMMf32_GPR64u64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SS_XMMf32_XMMf32_MEMu32_AVX512	VCVTUSI2SS	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 7b 00	VCVTUSI2SS_XMMf32_XMMf32_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUSI2SS_XMMf32_XMMf32_MEMu64_AVX512	VCVTUSI2SS	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 08 7b 00	VCVTUSI2SS_XMMf32_XMMf32_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_XMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7f 09 7d 00	VCVTUW2PH_XMMf16_MASKmskw_MEMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_XMMf16_MASKmskw_XMMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7f 09 7d c0	VCVTUW2PH_XMMf16_MASKmskw_XMMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_YMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7f 29 7d 00	VCVTUW2PH_YMMf16_MASKmskw_MEMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_YMMf16_MASKmskw_YMMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7f 29 7d c0	VCVTUW2PH_YMMf16_MASKmskw_YMMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_ZMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7f 49 7d 00	VCVTUW2PH_ZMMf16_MASKmskw_MEMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUW2PH_ZMMf16_MASKmskw_ZMMu16_AVX512	VCVTUW2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7f 49 7d c0	VCVTUW2PH_ZMMf16_MASKmskw_ZMMu16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_XMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7e 09 7d 00	VCVTW2PH_XMMf16_MASKmskw_MEMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_XMMf16_MASKmskw_XMMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7e 09 7d c0	VCVTW2PH_XMMf16_MASKmskw_XMMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_YMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7e 29 7d 00	VCVTW2PH_YMMf16_MASKmskw_MEMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_YMMf16_MASKmskw_YMMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7e 29 7d c0	VCVTW2PH_YMMf16_MASKmskw_YMMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_ZMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7e 49 7d 00	VCVTW2PH_ZMMf16_MASKmskw_MEMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTW2PH_ZMMf16_MASKmskw_ZMMi16_AVX512	VCVTW2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7e 49 7d c0	VCVTW2PH_ZMMf16_MASKmskw_ZMMi16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f5 7c 09 5e 00	VDIVPH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f5 7c 09 5e c0	VDIVPH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f5 7c 29 5e 00	VDIVPH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f5 7c 29 5e c0	VDIVPH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f5 7c 49 5e 00	VDIVPH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	VDIVPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f5 7c 59 5e c0	VDIVPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VDIVSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 09 5e 00	VDIVSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDIVSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VDIVSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 09 5e c0	VDIVSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_XMMf32_MASKmskw_XMMu32_MEMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_128	64	62 f2 7e 09 52 00	VDPBF16PS_XMMf32_MASKmskw_XMMu32_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_128	64	62 f2 7e 09 52 c0	VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_YMMf32_MASKmskw_YMMu32_MEMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_256	64	62 f2 7e 29 52 00	VDPBF16PS_YMMf32_MASKmskw_YMMu32_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_256	64	62 f2 7e 29 52 c0	VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_MEMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_512	64	62 f2 7e 49 52 00	VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512	VDPBF16PS	AVX512	AVX512EVEX	AVX512_BF16_512	64	62 f2 7e 49 52 c0	VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_XMMf32_MASKmskw_XMM2f16_MEM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_128	64	62 f2 7c 09 52 00	VDPPHPS_XMMf32_MASKmskw_XMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_XMMf32_MASKmskw_XMM2f16_XMM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_128	64	62 f2 7c 09 52 c0	VDPPHPS_XMMf32_MASKmskw_XMM2f16_XMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_YMMf32_MASKmskw_YMM2f16_MEM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_256	64	62 f2 7c 29 52 00	VDPPHPS_YMMf32_MASKmskw_YMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_YMMf32_MASKmskw_YMM2f16_YMM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_256	64	62 f2 7c 29 52 c0	VDPPHPS_YMMf32_MASKmskw_YMM2f16_YMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_MEM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_512	64	62 f2 7c 49 52 00	VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VDPPHPS	AVX512	AVX512EVEX	AVX512_VNNI_FP16_512	64	62 f2 7c 49 52 c0	VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_ZMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VEXP2PD_ZMMf64_MASKmskw_MEMf64_AVX512ER	VEXP2PD	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 fd 49 c8 00	VEXP2PD_ZMMf64_MASKmskw_MEMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER	VEXP2PD	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 fd 49 c8 c0	VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VEXP2PS_ZMMf32_MASKmskw_MEMf32_AVX512ER	VEXP2PS	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 7d 49 c8 00	VEXP2PS_ZMMf32_MASKmskw_MEMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VEXP2PS_ZMMf32_MASKmskw_ZMMf32_AVX512ER	VEXP2PS	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 7d 59 c8 c0	VEXP2PS_ZMMf32_MASKmskw_ZMMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7b 01 56 00	VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7f 01 56 c1	VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7b 21 56 00	VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7f 21 56 c1	VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7b 41 56 00	VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VFCMADDCPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7f 51 56 c1	VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMADDCSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7b 01 57 00	VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMADDCSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7f 01 57 c1	VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7b 01 d6 00	VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7f 01 d6 c1	VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7b 21 d6 00	VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7f 21 d6 c1	VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7b 41 d6 00	VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VFCMULCPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7f 51 d6 c1	VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMULCSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7b 01 d7 00	VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMULCSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7f 01 d7 c1	VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 fd 09 54 00 00	VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 fd 09 54 c0 00	VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 fd 29 54 00 00	VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_YMMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 fd 29 54 c0 00	VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_YMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_512	64	62 f3 fd 49 54 00 00	VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_IMM8_AVX512	VFIXUPIMMPD	AVX512	AVX512EVEX	AVX512F_512	64	62 f3 fd 59 54 c0 00	VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 7d 09 54 00 00	VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 7d 09 54 c0 00	VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 7d 29 54 00 00	VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_YMMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 7d 29 54 c0 00	VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_YMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_512	64	62 f3 7d 49 54 00 00	VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_IMM8_AVX512	VFIXUPIMMPS	AVX512	AVX512EVEX	AVX512F_512	64	62 f3 7d 49 54 c0 00	VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMSD	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f3 fd 09 55 00 00	VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VFIXUPIMMSD	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f3 fd 09 55 c0 00	VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VFIXUPIMMSS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMSS	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f3 7d 09 55 00 00	VFIXUPIMMSS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
