iform	iclass	category	extension	isa_set	attributes	xed_descriptor_rows	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	generated_fallback_assignment	success_cases	missing_cases	profile_cases
TEST_GPRv_GPRv	TEST	LOGICAL	BASE	I86		1	corpus_reachable	TEST	199	exact		True	True	extra_apx_rex2_test_r16_r17		
TEST_GPRv_IMMz_F7r0	TEST	LOGICAL	BASE	I86		1	corpus_reachable	TEST	199	exact		True	True	test_eax_imm32_group0_exact		
TEST_GPRv_IMMz_F7r1	TEST	LOGICAL	BASE	I86	UNDOCUMENTED	1	corpus_reachable	TEST	199	exact		True	True	test_ax_imm16_group1_exact		
TEST_MEMb_GPR8	TEST	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	TEST	199	exact		True	True	test_memory8_al_exact		
TEST_MEMb_IMMb_F6r0	TEST	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	TEST	199	exact		True	True	test_memory8_imm8_group0_exact		
TEST_MEMb_IMMb_F6r1	TEST	LOGICAL	BASE	I86	BYTEOP UNDOCUMENTED	1	corpus_reachable	TEST	199	exact		True	True	test_memory8_imm8_group1_exact		
TEST_MEMv_GPRv	TEST	LOGICAL	BASE	I86		1	corpus_reachable	TEST	199	exact		True	True	test_memory32_eax_exact		
TEST_MEMv_IMMz_F7r0	TEST	LOGICAL	BASE	I86		1	corpus_reachable	TEST	199	exact		True	True	test_memory32_imm32_group0_exact		
TEST_MEMv_IMMz_F7r1	TEST	LOGICAL	BASE	I86	UNDOCUMENTED	1	corpus_reachable	TEST	199	exact		True	True	test_memory16_imm16_group1_exact		
TEST_OrAX_IMMz	TEST	LOGICAL	BASE	I86		1	corpus_reachable	TEST	199	exact		True	True	test_eax_imm32_exact		
TILELOADDRST1_TMMu32_MEMu32	TILELOADDRST1	AMX_TILE	AMX_TILE	AMX_MOVRS	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDRST1	932	exact		True	True	extra_amx_tileloaddrst1		
TILELOADDRST1_TMMu32_MEMu32_APX	TILELOADDRST1	AMX_TILE	AMX_TILE	APX_F_AMX_MOVRS	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDRST1	932	exact		True	True	extra_apx_amx_tileloaddrst1_exact		
TILELOADDRS_TMMu32_MEMu32	TILELOADDRS	AMX_TILE	AMX_TILE	AMX_MOVRS	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDRS	931	exact		True	True	extra_amx_tileloaddrs		extra_amx_movrs_granite_gate
TILELOADDRS_TMMu32_MEMu32_APX	TILELOADDRS	AMX_TILE	AMX_TILE	APX_F_AMX_MOVRS	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDRS	931	exact		True	True	extra_apx_amx_tileloaddrs_exact		
TILELOADDT1_TMMu32_MEMu32	TILELOADDT1	AMX_TILE	AMX_TILE	AMX_TILE	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDT1	722	exact		True	True	cycle4_p034_tileloaddt1		
TILELOADDT1_TMMu32_MEMu32_APX	TILELOADDT1	AMX_TILE	AMX_TILE	APX_F_AMX	DISP8_NO_SCALE NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADDT1	722	exact		True	True	extra_apx_amx_tileloaddt1_exact		
TILELOADD_TMMu32_MEMu32	TILELOADD	AMX_TILE	AMX_TILE	AMX_TILE	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADD	721	exact		True	True	cycle4_p033_tileloadd		
TILELOADD_TMMu32_MEMu32_APX	TILELOADD	AMX_TILE	AMX_TILE	APX_F_AMX	DISP8_NO_SCALE NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILELOADD	721	exact		True	True	extra_apx_amx_tileloadd_exact		
TILEMOVCOL_TMMu32_ZMMu32_GPR32u32	TILEMOVCOL	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TILEMOVCOL	1453	exact		True	True	extra_ace_tilemovcol_gpr,extra_ace_tilemovcol_gpr_max		
TILEMOVCOL_TMMu32_ZMMu32_IMM8	TILEMOVCOL	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TILEMOVCOL	1453	exact		True	True	extra_ace_tilemovcol_imm,extra_ace_tilemovcol_imm_max		
TILEMOVROW_TMMu32_ZMMu32_GPR32u32	TILEMOVROW	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TILEMOVROW	938	exact		True	True	extra_ace_tilemovrow_apx_b4,extra_ace_tilemovrow_gpr,extra_ace_tilemovrow_gpr_max		extra_ace_named_profile_gate
TILEMOVROW_TMMu32_ZMMu32_IMM8	TILEMOVROW	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TILEMOVROW	938	exact		True	True	extra_ace_tilemovrow_imm,extra_ace_tilemovrow_imm_max		
TILEMOVROW_ZMMu8_TMMu8_GPR32u32	TILEMOVROW	AMX_TILE	AMX_TILE	AMX_AVX512	NOTSX	1	corpus_reachable	TILEMOVROW	938	exact		True	True	extra_amx_row_tilemovrow		
TILEMOVROW_ZMMu8_TMMu8_IMM8	TILEMOVROW	AMX_TILE	AMX_TILE	AMX_AVX512	NOTSX	1	corpus_reachable	TILEMOVROW	938	exact		True	True	extra_amx_row_tilemovrow_imm		
TILERELEASE	TILERELEASE	AMX_TILE	AMX_TILE	AMX_TILE_BASE	NOTSX	1	corpus_reachable	TILERELEASE	725	exact		True	True	cycle4_p037_tilerelease		
TILESTORED_MEMu32_TMMu32	TILESTORED	AMX_TILE	AMX_TILE	AMX_TILE	NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILESTORED	723	exact		True	True	cycle4_p035_tilestored		
TILESTORED_MEMu32_TMMu32_APX	TILESTORED	AMX_TILE	AMX_TILE	APX_F_AMX	DISP8_NO_SCALE NOTSX SPECIAL_AGEN_REQUIRED	1	corpus_reachable	TILESTORED	723	exact		True	True	extra_apx_amx_tilestored_exact		
TILEZERO_TMMu32	TILEZERO	AMX_TILE	AMX_TILE	AMX_TILE_BASE	NOTSX	1	corpus_reachable	TILEZERO	724	exact		True	True	cycle4_p036_tilezero		
TLBSYNC	TLBSYNC	SYSTEM	AMD_INVLPGB	AMD_INVLPGB	AMDONLY RING0	1	corpus_reachable	TLBSYNC	1454	exact		True	True	extra_tlbsync_rex2_ff,extra_tlbsync_rex_4f_ignored,extra_tlbsync_x86_16,extra_tlbsync_x86_32,extra_tlbsync_x86_64		
TOP2BF16PS_TMMf32_ZMMbf16_ZMMbf16	TOP2BF16PS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP2BF16PS	1455	exact		True	True	extra_ace_top2bf16ps,extra_ace_top2bf16ps_apx_b4,extra_ace_top2bf16ps_max		extra_ace_top_named_profile_gate
TOP4BSSD_TMMu32_ZMMi8_ZMMi8	TOP4BSSD	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4BSSD	1456	exact		True	True	extra_ace_top4bssd,extra_ace_top4bssd_max		
TOP4BSUD_TMMu32_ZMMi8_ZMMu8	TOP4BSUD	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4BSUD	1457	exact		True	True	extra_ace_top4bsud,extra_ace_top4bsud_max		
TOP4BUSD_TMMu32_ZMMu8_ZMMi8	TOP4BUSD	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4BUSD	1458	exact		True	True	extra_ace_top4busd,extra_ace_top4busd_max		
TOP4BUUD_TMMu32_ZMMu8_ZMMu8	TOP4BUUD	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4BUUD	1459	exact		True	True	extra_ace_top4buud,extra_ace_top4buud_max		
TOP4MXBF8PS_TMMf32_ZMMbf8_ZMMbf8_IMM8	TOP4MXBF8PS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4MXBF8PS	1460	exact		True	True	extra_ace_top4mxbf8ps,extra_ace_top4mxbf8ps_apx_b4,extra_ace_top4mxbf8ps_max		
TOP4MXBHF8PS_TMMf32_ZMMbf8_ZMMhf8_IMM8	TOP4MXBHF8PS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4MXBHF8PS	1461	exact		True	True	extra_ace_top4mxbhf8ps,extra_ace_top4mxbhf8ps_max		
TOP4MXBSSPS_TMMf32_ZMMi8_ZMMi8_IMM8	TOP4MXBSSPS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4MXBSSPS	1462	exact		True	True	extra_ace_top4mxbssps,extra_ace_top4mxbssps_max		
TOP4MXHBF8PS_TMMf32_ZMMhf8_ZMMbf8_IMM8	TOP4MXHBF8PS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4MXHBF8PS	1463	exact		True	True	extra_ace_top4mxhbf8ps,extra_ace_top4mxhbf8ps_max		
TOP4MXHF8PS_TMMf32_ZMMhf8_ZMMhf8_IMM8	TOP4MXHF8PS	AMX_TILE	ACE	ACE_1	NOTSX	1	corpus_reachable	TOP4MXHF8PS	1464	exact		True	True	extra_ace_top4mxhf8ps,extra_ace_top4mxhf8ps_max		
TPAUSE_GPR32u32	TPAUSE	WAITPKG	WAITPKG	WAITPKG		1	corpus_reachable	TPAUSE	842	exact		True	True	extra_waitpkg_sapphire_tpause,extra_waitpkg_tpause_mode16,extra_waitpkg_tpause_mode32,extra_waitpkg_tpause_mode64,extra_waitpkg_tpause_r8d,extra_waitpkg_tpause_rex2_r16d		extra_waitpkg_apx_gate,extra_waitpkg_rex2_apx_waitpkg_gate,extra_waitpkg_zen4_gate
TZCNT_GPRv_GPRv	TZCNT	BMI1	BMI1	BMI1		1	corpus_reachable	TZCNT	200	exact		True	True	cycle3_p110_apx_tzcnt_reg,tzcnt_generic,tzcnt_ivy_fallback		
TZCNT_GPRv_GPRv_APX	TZCNT	BMI1	BMI1	APX_F_BMI1		2	corpus_reachable	TZCNT	200	exact		True	True	source_resolution_apx_tzcnt_reg		
TZCNT_GPRv_GPRv_APX_N3	TZCNT	BMI1	BMI1	APX_F_BMI1_N3	APX_NF	2	corpus_reachable	TZCNT	200	exact		True	True	cycle3_p110_apx_tzcnt_nf_reg		
TZCNT_GPRv_MEMv	TZCNT	BMI1	BMI1	BMI1		1	corpus_reachable	TZCNT	200	exact		True	True	cycle3_p110_apx_tzcnt_mem,tzcnt_mem_exact		
TZCNT_GPRv_MEMv_APX	TZCNT	BMI1	BMI1	APX_F_BMI1	DISP8_NO_SCALE	2	corpus_reachable	TZCNT	200	exact		True	True	source_resolution_apx_tzcnt_mem		
TZCNT_GPRv_MEMv_APX_N3	TZCNT	BMI1	BMI1	APX_F_BMI1_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	TZCNT	200	exact		True	True	cycle3_p110_apx_tzcnt_nf_mem		
TZMSK_GPR32d_GPR32d	TZMSK	TBM	TBM	TBM	AMDONLY	1	corpus_reachable	TZMSK	1465	exact		False	True	tbm_tzmsk_r32_exact		
TZMSK_GPR32d_MEMd	TZMSK	TBM	TBM	TBM	AMDONLY	1	corpus_reachable	TZMSK	1465	exact		False	True	tbm_tzmsk_m32_exact		
TZMSK_GPRyy_GPRyy	TZMSK	TBM	TBM	TBM	AMDONLY	1	corpus_reachable	TZMSK	1465	exact		False	True	tbm_tzmsk_r64_exact		
TZMSK_GPRyy_MEMy	TZMSK	TBM	TBM	TBM	AMDONLY	1	corpus_reachable	TZMSK	1465	exact		False	True	tbm_tzmsk_m64_exact		
UCOMISD_XMMsd_MEMsd	UCOMISD	SSE	SSE2	SSE2	MXCSR SIMD_SCALAR	1	corpus_reachable	UCOMISD	342	exact		True	True	ucomisd_legacy_mem_exact		
UCOMISD_XMMsd_XMMsd	UCOMISD	SSE	SSE2	SSE2	MXCSR SIMD_SCALAR	1	corpus_reachable	UCOMISD	342	exact		True	True	ucomisd_legacy_sibling		
UCOMISS_XMMss_MEMss	UCOMISS	SSE	SSE	SSE	MXCSR SIMD_SCALAR	1	corpus_reachable	UCOMISS	280	exact		True	True	ucomiss_legacy_mem_exact		
UCOMISS_XMMss_XMMss	UCOMISS	SSE	SSE	SSE	MXCSR SIMD_SCALAR	1	corpus_reachable	UCOMISS	280	exact		True	True	ucomiss_legacy_sibling		
UD0	UD0	MISC	BASE	PPRO_UD0_SHORT	NOTSX	1	corpus_reachable	UD0	268	exact		True	True	cycle400_ud0_short_exact		
UD0_GPR32_GPR32	UD0	MISC	BASE	PPRO_UD0_LONG	NOTSX	1	corpus_reachable	UD0	268	exact		True	True	ud0_long_register_exact		
UD0_GPR32_MEMd	UD0	MISC	BASE	PPRO_UD0_LONG	NOTSX	1	corpus_reachable	UD0	268	exact		True	True	ud0_long_memory_exact		
UD1_GPR32_GPR32	UD1	MISC	BASE	PPRO	NOTSX	1	corpus_reachable	UD1	269	exact		True	True	cycle2_p028_ud1_gpr32_gpr32		
UD1_GPR32_MEMd	UD1	MISC	BASE	PPRO	NOTSX	1	corpus_reachable	UD1	269	exact		True	True	undefined_ud1_sib		
UD2	UD2	MISC	BASE	PPRO	NOTSX	1	corpus_reachable	UD2	201	exact		True	True	cycle2_p010_ud2_exact		
UDB	UDB	MISC	BASE	I86	NOTSX	1	corpus_reachable	UDB	224	exact		True	True	undocumented_udb_long_mode		
UIRET	UIRET	UINTR	UINTR	UINTR		1	corpus_reachable	UIRET	1183	exact		True	True	cycle378_uiret		
UMONITOR_GPRa	UMONITOR	WAITPKG	WAITPKG	WAITPKG	NOTSX	1	corpus_reachable	UMONITOR	840	exact		True	True	extra_waitpkg_66_after_f3,extra_waitpkg_66_redundant_with_f3,extra_waitpkg_granite_umonitor,extra_waitpkg_last_f3_selects_umonitor,extra_waitpkg_n6000_umonitor,extra_waitpkg_umonitor_addr16_from32,extra_waitpkg_umonitor_addr32_from16,extra_waitpkg_umonitor_addr32_from64,extra_waitpkg_umonitor_mode16,extra_waitpkg_umonitor_mode32,extra_waitpkg_umonitor_mode64,extra_waitpkg_umonitor_r8,extra_waitpkg_umonitor_r8d_addr_override_rexw,extra_waitpkg_umonitor_rex2,extra_waitpkg_umonitor_rex2_addr32,extra_waitpkg_umonitor_rex2_r16,extra_waitpkg_umonitor_rex2_r24,extra_waitpkg_umonitor_rex2_r8,extra_waitpkg_umonitor_rex2_w_ignored		cet_collision_umonitor,extra_waitpkg_avx10_gate,extra_waitpkg_ice_gate,extra_waitpkg_rex2_alder_apx_gate
UMWAIT_GPR32	UMWAIT	WAITPKG	WAITPKG	WAITPKG	NOTSX	1	corpus_reachable	UMWAIT	841	exact		True	True	extra_waitpkg_66_before_f2,extra_waitpkg_66_redundant_with_f2,extra_waitpkg_alder_umwait,extra_waitpkg_last_f2_selects_umwait,extra_waitpkg_umwait_mode16,extra_waitpkg_umwait_mode32,extra_waitpkg_umwait_mode64,extra_waitpkg_umwait_r8d_rexw_ignored,extra_waitpkg_umwait_rex2_r16d		extra_waitpkg_rex2_granite_apx_gate,extra_waitpkg_tiger_gate
UNPCKHPD_XMMpd_MEMdq	UNPCKHPD	SSE	SSE2	SSE2	REQUIRES_ALIGNMENT SKIPLOW64	1	corpus_reachable	UNPCKHPD	366	exact		True	True	unpckhpd_legacy_mem_exact		
UNPCKHPD_XMMpd_XMMq	UNPCKHPD	SSE	SSE2	SSE2	REQUIRES_ALIGNMENT SKIPLOW64	1	corpus_reachable	UNPCKHPD	366	exact		True	True	unpckhpd_legacy_sibling		
UNPCKHPS_XMMps_MEMdq	UNPCKHPS	SSE	SSE	SSE	REQUIRES_ALIGNMENT SKIPLOW64	1	corpus_reachable	UNPCKHPS	309	exact		True	True	unpckhps_legacy_mem_exact		
UNPCKHPS_XMMps_XMMdq	UNPCKHPS	SSE	SSE	SSE	REQUIRES_ALIGNMENT SKIPLOW64	1	corpus_reachable	UNPCKHPS	309	exact		True	True	unpckhps_legacy_sibling		
UNPCKLPD_XMMpd_MEMdq	UNPCKLPD	SSE	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	UNPCKLPD	365	exact		True	True	unpcklpd_legacy_mem_exact		
UNPCKLPD_XMMpd_XMMq	UNPCKLPD	SSE	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	UNPCKLPD	365	exact		True	True	unpcklpd_legacy_sibling		
UNPCKLPS_XMMps_MEMdq	UNPCKLPS	SSE	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	UNPCKLPS	308	exact		True	True	unpcklps_legacy_mem_exact		
UNPCKLPS_XMMps_XMMq	UNPCKLPS	SSE	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	UNPCKLPS	308	exact		True	True	unpcklps_legacy_sibling		
URDMSR_GPR64u64_GPR64u64	URDMSR	USER_MSR	USER_MSR	USER_MSR	NOTSX	1	corpus_reachable	URDMSR	1466	exact		True	True	extra_user_msr_asz_osz_register_collision,extra_user_msr_osz_register_collision,extra_user_msr_urd_legacy		
URDMSR_GPR64u64_GPR64u64_APX	URDMSR	APX	USER_MSR	APX_F_USER_MSR	NOTSX	1	corpus_reachable	URDMSR	1466	exact		True	True	extra_user_msr_urd_apx_egpr,extra_user_msr_urd_apx_reg		
URDMSR_GPR64u64_IMM32	URDMSR	USER_MSR	USER_MSR	USER_MSR	NOTSX	1	corpus_reachable	URDMSR	1466	exact		True	True	extra_user_msr_urd_vex_imm		
URDMSR_GPR64u64_IMM32_APX	URDMSR	APX	USER_MSR	APX_F_USER_MSR	NOTSX	1	corpus_reachable	URDMSR	1466	exact		True	True	extra_user_msr_urd_apx_imm		
UWRMSR_GPR64u64_GPR64u64	UWRMSR	USER_MSR	USER_MSR	USER_MSR	NOTSX	1	corpus_reachable	UWRMSR	1467	exact		True	True	extra_user_msr_uwr_legacy		
UWRMSR_GPR64u64_GPR64u64_APX	UWRMSR	APX	USER_MSR	APX_F_USER_MSR	NOTSX	1	corpus_reachable	UWRMSR	1467	exact		True	True	extra_user_msr_uwr_apx_reg		
UWRMSR_IMM32_GPR64u64	UWRMSR	USER_MSR	USER_MSR	USER_MSR	NOTSX	1	corpus_reachable	UWRMSR	1467	exact		True	True	extra_user_msr_uwr_vex_imm		
UWRMSR_IMM32_GPR64u64_APX	UWRMSR	APX	USER_MSR	APX_F_USER_MSR	NOTSX	1	corpus_reachable	UWRMSR	1467	exact		True	True	extra_user_msr_uwr_apx_imm		
V4FMADDPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	V4FMADDPS	AVX512_4FMAPS	AVX512EVEX	AVX512_4FMAPS_512	DISP8_TUPLE1_4X MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MULTISOURCE4 MXCSR	1	corpus_reachable	V4FMADDPS	1118	exact		True	True	extra_evex_avx512_4fmaps_mask_merge,extra_evex_avx512_4fmaps_packed_source31,extra_evex_avx512_4fmaps_v4fmaddps		extra_evex_avx512_4fmaps_skylake_sp_gate
V4FMADDSS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	V4FMADDSS	AVX512_4FMAPS	AVX512EVEX	AVX512_4FMAPS_SCALAR	DISP8_TUPLE1_4X MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MULTISOURCE4 MXCSR SIMD_SCALAR	1	corpus_reachable	V4FMADDSS	1119	exact		True	True	extra_evex_avx512_4fmaps_mask_zero,extra_evex_avx512_4fmaps_scalar_disp8_scale16,extra_evex_avx512_4fmaps_scalar_ll1,extra_evex_avx512_4fmaps_scalar_ll2,extra_evex_avx512_4fmaps_v4fmaddss		
V4FNMADDPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	V4FNMADDPS	AVX512_4FMAPS	AVX512EVEX	AVX512_4FMAPS_512	DISP8_TUPLE1_4X MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MULTISOURCE4 MXCSR	1	corpus_reachable	V4FNMADDPS	1120	exact		True	True	extra_evex_avx512_4fmaps_packed_sib_scale16,extra_evex_avx512_4fmaps_v4fnmaddps		
V4FNMADDSS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	V4FNMADDSS	AVX512_4FMAPS	AVX512EVEX	AVX512_4FMAPS_SCALAR	DISP8_TUPLE1_4X MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MULTISOURCE4 MXCSR SIMD_SCALAR	1	corpus_reachable	V4FNMADDSS	1121	exact		True	True	extra_evex_avx512_4fmaps_scalar_source31,extra_evex_avx512_4fmaps_v4fnmaddss		
VADDBF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	BROADCAST_ENABLED DISP8_FULL FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VADDBF16	939	exact		True	True	cycle380_vaddbf16_xmm_mem		
VADDBF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX	1	corpus_reachable	VADDBF16	939	exact		True	True	cycle380_vaddbf16_xmm_reg		
VADDBF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	BROADCAST_ENABLED DISP8_FULL FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VADDBF16	939	exact		True	True	cycle380_vaddbf16_ymm_mem		
VADDBF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX	1	corpus_reachable	VADDBF16	939	exact		True	True	cycle380_vaddbf16_ymm_reg		
VADDBF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	BROADCAST_ENABLED DISP8_FULL FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VADDBF16	939	exact		True	True	extra_avx10_vaddbf16_broadcast,extra_avx10_vaddbf16_memory		
VADDBF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	VADDBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	FIXED_ROUNDING_RNE FLUSH_INPUT_DENORM FLUSH_OUTPUT_DENORM MASKOP_EVEX	1	corpus_reachable	VADDBF16	939	exact		True	True	extra_avx10_vaddbf16		extra_avx10_bf16_granite_gate
VADDPD_XMMdq_XMMdq_MEMdq	VADDPD	AVX	AVX	AVX	MXCSR	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_vaddpd_xmm_mem		
VADDPD_XMMdq_XMMdq_XMMdq	VADDPD	AVX	AVX	AVX	MXCSR	1	corpus_reachable	VADDPD	611	exact		True	True	extra_opt_vaddpd_xmm		
VADDPD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_128	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR USES_DAZ USES_FTZ	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_evex_vaddpd_xmm_mem		
VADDPD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_128	MASKOP_EVEX MXCSR USES_DAZ USES_FTZ	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_evex_vaddpd_xmm_reg		
VADDPD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_256	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR USES_DAZ USES_FTZ	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_evex_vaddpd_ymm_mem		
VADDPD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_256	MASKOP_EVEX MXCSR USES_DAZ USES_FTZ	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_evex_vaddpd_ymm_reg		
VADDPD_YMMqq_YMMqq_MEMqq	VADDPD	AVX	AVX	AVX	MXCSR	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_vaddpd_ymm_mem		
VADDPD_YMMqq_YMMqq_YMMqq	VADDPD	AVX	AVX	AVX	MXCSR	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_vaddpd_ymm_reg		
VADDPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_512	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR	1	corpus_reachable	VADDPD	611	exact		True	True	cycle2_p110_evex_vaddpd_zmm_mem		
VADDPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512	VADDPD	AVX512	AVX512EVEX	AVX512F_512	MASKOP_EVEX MXCSR	2	corpus_reachable	VADDPD	611	exact		True	True	extra_evex_vaddpd		
VADDPH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_128	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR	1	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3381_xmm_mem		
VADDPH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_128	MASKOP_EVEX MXCSR	1	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3382_xmm_reg		
VADDPH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_256	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR	1	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3383_ymm_mem		
VADDPH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_256	MASKOP_EVEX MXCSR	1	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3384_ymm_reg		
VADDPH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_512	BROADCAST_ENABLED DISP8_FULL MASKOP_EVEX MEMORY_FAULT_SUPPRESSION MXCSR	1	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3385_zmm_mem		
VADDPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	VADDPH	FP16	AVX512EVEX	AVX512_FP16_512	MASKOP_EVEX MXCSR	2	corpus_reachable	VADDPH	1468	exact		False	True	extra_vaddph_3386_zmm_reg		
VADDPS_XMMdq_XMMdq_MEMdq	VADDPS	AVX	AVX	AVX	MXCSR	1	corpus_reachable	VADDPS	610	exact		True	True	extra_opt_vaddps_vex3_mode16_no_extensions,extra_opt_vaddps_vex3_mode32_no_extensions		
