form_id	internal_name	mnemonic	assembly_template	feature_condition_id	condition_digest	preferred_digest	operation_id
A64/simd_dp/asimdins/UMOV_asimdins_X_x	MOV	MOV	MOV<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:Vn>.D[<rule:index__7>]	117	3d2117e2280efbdd246389c7dd2dbcd49c4d8ba16a6dd9e62be6f35b45fe8d34	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	MOV_UMOV_advsimd
A64/simd_dp/asimdmisc/NOT_asimdmisc_R	MVN	MVN	MVN<rule:SPACE><rule:Vd>.<rule:T_option__7><rule:COMMA><rule:Vn>.<rule:T_option__7>	119	bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	MVN_NOT_advsimd
A64/simd_dp/asimdsame/ORR_asimdsame_only	MOV	MOV	MOV<rule:SPACE><rule:Vd>.<rule:T_option__7><rule:COMMA><rule:Vn>.<rule:T_option__7>	119	bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755	d42724c5b375c713e53a8596b3e3de61a57d3e4ea744fdfc29323ba9285c4b54	MOV_ORR_advsimd_reg
A64/simd_dp/asimdshf/SSHLL_asimdshf_L	SXTL	SXTL	SXTL<rule:s_2_option><rule:SPACE><rule:Vd>.<rule:Ta_option><rule:COMMA><rule:Vn>.<rule:Tb_option>	40	79e2105e96062291cdafcfa6000db2546c9af3b53b222d54ae7bff46aa8e7da3	03507c6b97be1932e3a45e0611137f0be818d79d428bf528862d7d129d235594	SXTL_SSHLL_advsimd
A64/simd_dp/asimdshf/USHLL_asimdshf_L	UXTL	UXTL	UXTL<rule:s_2_option><rule:SPACE><rule:Vd>.<rule:Ta_option_new><rule:COMMA><rule:Vn>.<rule:Tb_option_new>	40	79e2105e96062291cdafcfa6000db2546c9af3b53b222d54ae7bff46aa8e7da3	03507c6b97be1932e3a45e0611137f0be818d79d428bf528862d7d129d235594	UXTL_USHLL_advsimd
A64/simd_dp/asisdone/DUP_asisdone_only	MOV	MOV	MOV<rule:SPACE><rule:V_option__3><rule:d><rule:COMMA><rule:Vn>.<rule:T_option__12>[<rule:imm5_index__7>]	119	bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	MOV_DUP_advsimd_elt
A64/sme/mortlach_ext/mortlach_extract_pred/mova_z_p_rza_b	mov_z_p_rza_b	MOV	MOV<rule:SPACE><rule:Zd>.B<rule:COMMA><rule:Pg>/M<rule:COMMA>ZA0<rule:HV__4>.B[<rule:Ws__3><rule:COMMA><rule:offs__2>]	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_z_p_rza
A64/sme/mortlach_ext/mortlach_extract_pred/mova_z_p_rza_d	mov_z_p_rza_d	MOV	MOV<rule:SPACE><rule:Zd>.D<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:ZAn><rule:HV__4>.D[<rule:Ws__3><rule:COMMA><rule:offs__3>]	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_z_p_rza
A64/sme/mortlach_ext/mortlach_extract_pred/mova_z_p_rza_h	mov_z_p_rza_h	MOV	MOV<rule:SPACE><rule:Zd>.H<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:ZAn__2><rule:HV__4>.H[<rule:Ws__3><rule:COMMA><rule:offs__4>]	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_z_p_rza
A64/sme/mortlach_ext/mortlach_extract_pred/mova_z_p_rza_q	mov_z_p_rza_q	MOV	MOV<rule:SPACE><rule:Zd>.Q<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:ZAn__4><rule:HV__4>.Q[<rule:Ws__3><rule:COMMA><rule:offs__5>]	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_z_p_rza
A64/sme/mortlach_ext/mortlach_extract_pred/mova_z_p_rza_w	mov_z_p_rza_w	MOV	MOV<rule:SPACE><rule:Zd>.S<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:ZAn__3><rule:HV__4>.S[<rule:Ws__3><rule:COMMA><rule:offs__6>]	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_z_p_rza
A64/sme/mortlach_ext/mortlach_multi2_extract_ctg/mova_mz2_za_b1	mov_mz2_za_b1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1>.B-<rule:Zd2>.B<rule:OPT_SPACE>}<rule:COMMA>ZA0<rule:HV__2>.B[<rule:Ws__3><rule:COMMA><rule:offs1__5>:<rule:offs2__3>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz2_za
A64/sme/mortlach_ext/mortlach_multi2_extract_ctg/mova_mz2_za_d1	mov_mz2_za_d1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1>.D-<rule:Zd2>.D<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn><rule:HV__2>.D[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs2__4>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz2_za
A64/sme/mortlach_ext/mortlach_multi2_extract_ctg/mova_mz2_za_h1	mov_mz2_za_h1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1>.H-<rule:Zd2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn__2><rule:HV__2>.H[<rule:Ws__3><rule:COMMA><rule:offs1__7>:<rule:offs2__5>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz2_za
A64/sme/mortlach_ext/mortlach_multi2_extract_ctg/mova_mz2_za_w1	mov_mz2_za_w1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1>.S-<rule:Zd2>.S<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn__3><rule:HV__2>.S[<rule:Ws__3><rule:COMMA><rule:offs1__8>:<rule:offs2__6>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz2_za
A64/sme/mortlach_ext/mortlach_multi2_za_extract_ctg/mova_mz_za2_1	mov_mz_za2_1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1>.D-<rule:Zd2>.D<rule:OPT_SPACE>}<rule:COMMA>ZA.D[<rule:Wv><rule:COMMA><rule:offs><rule:optional_COMMA_VGx2>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz_za2
A64/sme/mortlach_ext/mortlach_multi4_extract_ctg/mova_mz4_za_b1	mov_mz4_za_b1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1__2>.B-<rule:Zd4>.B<rule:OPT_SPACE>}<rule:COMMA>ZA0<rule:HV__3>.B[<rule:Ws__3><rule:COMMA><rule:offs1__9>:<rule:offs4__3>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz4_za
A64/sme/mortlach_ext/mortlach_multi4_extract_ctg/mova_mz4_za_d1	mov_mz4_za_d1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1__2>.D-<rule:Zd4>.D<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn><rule:HV__3>.D[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs4__4>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz4_za
A64/sme/mortlach_ext/mortlach_multi4_extract_ctg/mova_mz4_za_h1	mov_mz4_za_h1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1__2>.H-<rule:Zd4>.H<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn__2><rule:HV__3>.H[<rule:Ws__3><rule:COMMA><rule:offs1__10>:<rule:offs4__5>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz4_za
A64/sme/mortlach_ext/mortlach_multi4_extract_ctg/mova_mz4_za_w1	mov_mz4_za_w1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1__2>.S-<rule:Zd4>.S<rule:OPT_SPACE>}<rule:COMMA><rule:ZAn__3><rule:HV__3>.S[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs4__4>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz4_za
A64/sme/mortlach_ext/mortlach_multi4_za_extract_ctg/mova_mz_za4_1	mov_mz_za4_1	MOV	MOV<rule:SPACE>{<rule:OPT_SPACE><rule:Zd1__2>.D-<rule:Zd4>.D<rule:OPT_SPACE>}<rule:COMMA>ZA.D[<rule:Wv><rule:COMMA><rule:offs><rule:optional_COMMA_VGx4>]	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_mz_za4
A64/sme/mortlach_ins/mortlach_insert_pred/mova_za_p_rz_b	mov_za_p_rz_b	MOV	MOV<rule:SPACE>ZA0<rule:HV__7>.B[<rule:Ws__3><rule:COMMA><rule:offs__2>]<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:Zn>.B	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_p_rz
A64/sme/mortlach_ins/mortlach_insert_pred/mova_za_p_rz_d	mov_za_p_rz_d	MOV	MOV<rule:SPACE><rule:ZAd><rule:HV__7>.D[<rule:Ws__3><rule:COMMA><rule:offs__3>]<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:Zn>.D	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_p_rz
A64/sme/mortlach_ins/mortlach_insert_pred/mova_za_p_rz_h	mov_za_p_rz_h	MOV	MOV<rule:SPACE><rule:ZAd__2><rule:HV__7>.H[<rule:Ws__3><rule:COMMA><rule:offs__4>]<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:Zn>.H	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_p_rz
A64/sme/mortlach_ins/mortlach_insert_pred/mova_za_p_rz_q	mov_za_p_rz_q	MOV	MOV<rule:SPACE><rule:ZAd__4><rule:HV__7>.Q[<rule:Ws__3><rule:COMMA><rule:offs__5>]<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:Zn>.Q	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_p_rz
A64/sme/mortlach_ins/mortlach_insert_pred/mova_za_p_rz_w	mov_za_p_rz_w	MOV	MOV<rule:SPACE><rule:ZAd__3><rule:HV__7>.S[<rule:Ws__3><rule:COMMA><rule:offs__6>]<rule:COMMA><rule:Pg>/M<rule:COMMA><rule:Zn>.S	191	3840466cb25b00fa45d0e888f5ea00c5ff1e31afe82acf68140e5b9138731ef7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_p_rz
A64/sme/mortlach_ins/mortlach_multi2_insert_ctg/mova_za2_z_b1	mov_za2_z_b1	MOV	MOV<rule:SPACE>ZA0<rule:HV__5>.B[<rule:Ws__3><rule:COMMA><rule:offs1__5>:<rule:offs2__3>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__4>.B-<rule:Zn2__3>.B<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za2_z
A64/sme/mortlach_ins/mortlach_multi2_insert_ctg/mova_za2_z_d1	mov_za2_z_d1	MOV	MOV<rule:SPACE><rule:ZAd><rule:HV__5>.D[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs2__4>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__4>.D-<rule:Zn2__3>.D<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za2_z
A64/sme/mortlach_ins/mortlach_multi2_insert_ctg/mova_za2_z_h1	mov_za2_z_h1	MOV	MOV<rule:SPACE><rule:ZAd__2><rule:HV__5>.H[<rule:Ws__3><rule:COMMA><rule:offs1__7>:<rule:offs2__5>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__4>.H-<rule:Zn2__3>.H<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za2_z
A64/sme/mortlach_ins/mortlach_multi2_insert_ctg/mova_za2_z_w1	mov_za2_z_w1	MOV	MOV<rule:SPACE><rule:ZAd__3><rule:HV__5>.S[<rule:Ws__3><rule:COMMA><rule:offs1__8>:<rule:offs2__6>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__4>.S-<rule:Zn2__3>.S<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za2_z
A64/sme/mortlach_ins/mortlach_multi2_za_insert_ctg/mova_za_mz2_1	mov_za_mz2_1	MOV	MOV<rule:SPACE>ZA.D[<rule:Wv><rule:COMMA><rule:offs><rule:optional_COMMA_VGx2>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__4>.D-<rule:Zn2__3>.D<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_mz2
A64/sme/mortlach_ins/mortlach_multi4_insert_ctg/mova_za4_z_b1	mov_za4_z_b1	MOV	MOV<rule:SPACE>ZA0<rule:HV__6>.B[<rule:Ws__3><rule:COMMA><rule:offs1__9>:<rule:offs4__3>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__6>.B-<rule:Zn4__3>.B<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za4_z
A64/sme/mortlach_ins/mortlach_multi4_insert_ctg/mova_za4_z_d1	mov_za4_z_d1	MOV	MOV<rule:SPACE><rule:ZAd><rule:HV__6>.D[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs4__4>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__6>.D-<rule:Zn4__3>.D<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za4_z
A64/sme/mortlach_ins/mortlach_multi4_insert_ctg/mova_za4_z_h1	mov_za4_z_h1	MOV	MOV<rule:SPACE><rule:ZAd__2><rule:HV__6>.H[<rule:Ws__3><rule:COMMA><rule:offs1__10>:<rule:offs4__5>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__6>.H-<rule:Zn4__3>.H<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za4_z
A64/sme/mortlach_ins/mortlach_multi4_insert_ctg/mova_za4_z_w1	mov_za4_z_w1	MOV	MOV<rule:SPACE><rule:ZAd__3><rule:HV__6>.S[<rule:Ws__3><rule:COMMA><rule:offs1__6>:<rule:offs4__4>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__6>.S-<rule:Zn4__3>.S<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za4_z
A64/sme/mortlach_ins/mortlach_multi4_za_insert_ctg/mova_za_mz4_1	mov_za_mz4_1	MOV	MOV<rule:SPACE>ZA.D[<rule:Wv><rule:COMMA><rule:offs><rule:optional_COMMA_VGx4>]<rule:COMMA>{<rule:OPT_SPACE><rule:Zn1__6>.D-<rule:Zn4__3>.D<rule:OPT_SPACE>}	201	f1cf204bd2e106841f0712fc352957a8c7297dfe00eb142666888e1af1232630	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_mova_za_mz4
A64/sve/sve_cmpvec/sve_int_cmp_0/cmpge_p_p_zz_	cmple_p_p_zz_	CMPLE	CMPLE<rule:SPACE><rule:Pd>.<rule:T__25><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__25><rule:COMMA><rule:Zn__2>.<rule:T__25>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	cmple_cmpeq_p_p_zz
A64/sve/sve_cmpvec/sve_int_cmp_0/cmpgt_p_p_zz_	cmplt_p_p_zz_	CMPLT	CMPLT<rule:SPACE><rule:Pd>.<rule:T__25><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__25><rule:COMMA><rule:Zn__2>.<rule:T__25>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	cmplt_cmpeq_p_p_zz
A64/sve/sve_cmpvec/sve_int_cmp_0/cmphi_p_p_zz_	cmplo_p_p_zz_	CMPLO	CMPLO<rule:SPACE><rule:Pd>.<rule:T__25><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__25><rule:COMMA><rule:Zn__2>.<rule:T__25>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	cmplo_cmpeq_p_p_zz
A64/sve/sve_cmpvec/sve_int_cmp_0/cmphs_p_p_zz_	cmpls_p_p_zz_	CMPLS	CMPLS<rule:SPACE><rule:Pd>.<rule:T__25><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__25><rule:COMMA><rule:Zn__2>.<rule:T__25>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	cmpls_cmpeq_p_p_zz
A64/sve/sve_fp_cmpvev/sve_fp_3op_p_pd/facge_p_p_zz_	facle_p_p_zz_	FACLE	FACLE<rule:SPACE><rule:Pd>.<rule:T__39><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__39><rule:COMMA><rule:Zn__2>.<rule:T__39>	92	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	facle_facge_p_p_zz
A64/sve/sve_fp_cmpvev/sve_fp_3op_p_pd/facgt_p_p_zz_	faclt_p_p_zz_	FACLT	FACLT<rule:SPACE><rule:Pd>.<rule:T__39><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__39><rule:COMMA><rule:Zn__2>.<rule:T__39>	92	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	faclt_facge_p_p_zz
A64/sve/sve_fp_cmpvev/sve_fp_3op_p_pd/fcmge_p_p_zz_	fcmle_p_p_zz_	FCMLE	FCMLE<rule:SPACE><rule:Pd>.<rule:T__39><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__39><rule:COMMA><rule:Zn__2>.<rule:T__39>	92	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	fcmle_fcmeq_p_p_zz
A64/sve/sve_fp_cmpvev/sve_fp_3op_p_pd/fcmgt_p_p_zz_	fcmlt_p_p_zz_	FCMLT	FCMLT<rule:SPACE><rule:Pd>.<rule:T__39><rule:COMMA><rule:Pg>/Z<rule:COMMA><rule:Zm>.<rule:T__39><rule:COMMA><rule:Zn__2>.<rule:T__39>	92	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	fcmlt_fcmeq_p_p_zz
A64/sve/sve_int_select/sve_int_sel_vvv/sel_z_p_zz_	mov_z_p_z_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__84><rule:COMMA><rule:Pv>/M<rule:COMMA><rule:Zn>.<rule:T__84>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	a3a05e5e6467774b181334362d99171ffd25c54c5e3c97e57ee9cf2d9426c321	mov_sel_z_p_zz
A64/sve/sve_int_unpred_logical/sve_int_bin_cons_log/orr_z_zz_	mov_z_z_	MOV	MOV<rule:SPACE><rule:Zd>.D<rule:COMMA><rule:Zn>.D	91	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	a567ae4fb157d3cbce9711c04efa0a4196fdd3eadc6378614182a4d7be84b280	mov_orr_z_zz
A64/sve/sve_maskimm/sve_int_dup_mask_imm/dupm_z_i_	mov_z_m_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__34><rule:COMMA><rule:hash><rule:const>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	3f1a352290ab24c033e758fd16ecb28601532118f5149fc488a77edc9d826a6d	mov_dupm_z_i
A64/sve/sve_maskimm/sve_int_log_imm/and_z_zi_	bic_z_zi_	BIC	BIC<rule:SPACE><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:hash><rule:const>	86	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	bic_and_z_zi
A64/sve/sve_maskimm/sve_int_log_imm/eor_z_zi_	eon_z_zi_	EON	EON<rule:SPACE><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:hash><rule:const>	86	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	eon_eor_z_zi
A64/sve/sve_maskimm/sve_int_log_imm/orr_z_zi_	orn_z_zi_	ORN	ORN<rule:SPACE><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:Zdn__2>.<rule:T__12><rule:COMMA><rule:hash><rule:const>	86	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	orn_orr_z_zi
A64/sve/sve_perm_pred/sve_int_perm_cpy_r/cpy_z_p_r_	mov_z_p_r_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__29><rule:COMMA><rule:Pg>/M<rule:COMMA><rule:R__3><rule:nSP>	91	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_cpy_z_p_r
A64/sve/sve_perm_pred/sve_int_perm_cpy_v/cpy_z_p_v_	mov_z_p_v_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__30><rule:COMMA><rule:Pg>/M<rule:COMMA><rule:V__3><rule:n__4>	91	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_cpy_z_p_v
A64/sve/sve_perm_unpred_a/sve_int_perm_dup_i/dup_z_zi_	mov_z_v_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__33><rule:COMMA><rule:V__8><rule:n__6>	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	aac0df27d0f66efb45f038185f1a8abc81b8712e0b491c12e8644eeb519f6809	mov_dup_z_zi
A64/sve/sve_perm_unpred_a/sve_int_perm_dup_i/dup_z_zi_	mov_z_zi_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__33><rule:COMMA><rule:Zn>.<rule:T__33>[<rule:imm__47>]	90	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	9f88eff7534f62a1bee9662ae29ae3f0a532fbcccf28e2d83289121bfe21abe5	mov_dup_z_zi
A64/sve/sve_perm_unpred_d/sve_int_perm_dup_r/dup_z_r_	mov_z_r_	MOV	MOV<rule:SPACE><rule:Zd>.<rule:T__29><rule:COMMA><rule:R__3><rule:nSP>	91	b8c9562971b3e6dedad6b4999d399aa8e483f53d596071b4888dbbb1f7804207	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	mov_dup_z_r
