form_id	source_form_id	mnemonic	isa	width	witness_a	witness_b	witness_31	operand_access	capstone_real_name	capstone_groups
6501	A64/simd_dp/floatdp1/FRINTP_H_floatdp1	frintp	A64	32	0x1ee4c0c1	0x1ee4c0e2		2,1	frintp	HasFullFP16
6502	A64/simd_dp/floatdp1/FRINTM_H_floatdp1	frintm	A64	32	0x1ee540c1	0x1ee540e2		2,1	frintm	HasFullFP16
6503	A64/simd_dp/floatdp1/FRINTZ_H_floatdp1	frintz	A64	32	0x1ee5c0c1	0x1ee5c0e2		2,1	frintz	HasFullFP16
6504	A64/simd_dp/floatdp1/FRINTA_H_floatdp1	frinta	A64	32	0x1ee640c1	0x1ee640e2		2,1	frinta	HasFullFP16
6505	A64/simd_dp/floatdp1/FRINTX_H_floatdp1	frintx	A64	32	0x1ee740c1	0x1ee740e2		2,1	frintx	HasFullFP16
6506	A64/simd_dp/floatdp1/FRINTI_H_floatdp1	frinti	A64	32	0x1ee7c0c1	0x1ee7c0e2		2,1	frinti	HasFullFP16
6507	A64/simd_dp/floatcmp/FCMP_S_floatcmp	fcmp	A64	32	0x1e262020	0x1e272040		1,1	fcmp	HasFPARMv8
6509	A64/simd_dp/floatcmp/FCMPE_S_floatcmp	fcmpe	A64	32	0x1e262030	0x1e272050		1,1	fcmpe	HasFPARMv8
6511	A64/simd_dp/floatcmp/FCMP_D_floatcmp	fcmp	A64	32	0x1e662020	0x1e672040		1,1	fcmp	HasFPARMv8
6513	A64/simd_dp/floatcmp/FCMPE_D_floatcmp	fcmpe	A64	32	0x1e662030	0x1e672050		1,1	fcmpe	HasFPARMv8
6515	A64/simd_dp/floatcmp/FCMP_H_floatcmp	fcmp	A64	32	0x1ee62020	0x1ee72040		1,1	fcmp	HasFullFP16
6517	A64/simd_dp/floatcmp/FCMPE_H_floatcmp	fcmpe	A64	32	0x1ee62030	0x1ee72050		1,1	fcmpe	HasFullFP16
6528	A64/simd_dp/floatdp2/FMUL_S_floatdp2	fmul	A64	32	0x1e2b08c1	0x1e2c08e2		2,1,1	fmul	HasFPARMv8
6529	A64/simd_dp/floatdp2/FDIV_S_floatdp2	fdiv	A64	32	0x1e2b18c1	0x1e2c18e2		2,1,1	fdiv	HasFPARMv8
6530	A64/simd_dp/floatdp2/FADD_S_floatdp2	fadd	A64	32	0x1e2b28c1	0x1e2c28e2		2,1,1	fadd	HasFPARMv8
6531	A64/simd_dp/floatdp2/FSUB_S_floatdp2	fsub	A64	32	0x1e2b38c1	0x1e2c38e2		2,1,1	fsub	HasFPARMv8
6532	A64/simd_dp/floatdp2/FMAX_S_floatdp2	fmax	A64	32	0x1e2b48c1	0x1e2c48e2		2,1,1	fmax	HasFPARMv8
6533	A64/simd_dp/floatdp2/FMIN_S_floatdp2	fmin	A64	32	0x1e2b58c1	0x1e2c58e2		2,1,1	fmin	HasFPARMv8
6534	A64/simd_dp/floatdp2/FMAXNM_S_floatdp2	fmaxnm	A64	32	0x1e2b68c1	0x1e2c68e2		2,1,1	fmaxnm	HasFPARMv8
6535	A64/simd_dp/floatdp2/FMINNM_S_floatdp2	fminnm	A64	32	0x1e2b78c1	0x1e2c78e2		2,1,1	fminnm	HasFPARMv8
6536	A64/simd_dp/floatdp2/FNMUL_S_floatdp2	fnmul	A64	32	0x1e2b88c1	0x1e2c88e2		2,1,1	fnmul	HasFPARMv8
6537	A64/simd_dp/floatdp2/FMUL_D_floatdp2	fmul	A64	32	0x1e6b08c1	0x1e6c08e2		2,1,1	fmul	HasFPARMv8
6538	A64/simd_dp/floatdp2/FDIV_D_floatdp2	fdiv	A64	32	0x1e6b18c1	0x1e6c18e2		2,1,1	fdiv	HasFPARMv8
6539	A64/simd_dp/floatdp2/FADD_D_floatdp2	fadd	A64	32	0x1e6b28c1	0x1e6c28e2		2,1,1	fadd	HasFPARMv8
6540	A64/simd_dp/floatdp2/FSUB_D_floatdp2	fsub	A64	32	0x1e6b38c1	0x1e6c38e2		2,1,1	fsub	HasFPARMv8
6541	A64/simd_dp/floatdp2/FMAX_D_floatdp2	fmax	A64	32	0x1e6b48c1	0x1e6c48e2		2,1,1	fmax	HasFPARMv8
6542	A64/simd_dp/floatdp2/FMIN_D_floatdp2	fmin	A64	32	0x1e6b58c1	0x1e6c58e2		2,1,1	fmin	HasFPARMv8
6543	A64/simd_dp/floatdp2/FMAXNM_D_floatdp2	fmaxnm	A64	32	0x1e6b68c1	0x1e6c68e2		2,1,1	fmaxnm	HasFPARMv8
6544	A64/simd_dp/floatdp2/FMINNM_D_floatdp2	fminnm	A64	32	0x1e6b78c1	0x1e6c78e2		2,1,1	fminnm	HasFPARMv8
6545	A64/simd_dp/floatdp2/FNMUL_D_floatdp2	fnmul	A64	32	0x1e6b88c1	0x1e6c88e2		2,1,1	fnmul	HasFPARMv8
6546	A64/simd_dp/floatdp2/FMUL_H_floatdp2	fmul	A64	32	0x1eeb08c1	0x1eec08e2		2,1,1	fmul	HasFullFP16
6547	A64/simd_dp/floatdp2/FDIV_H_floatdp2	fdiv	A64	32	0x1eeb18c1	0x1eec18e2		2,1,1	fdiv	HasFullFP16
6548	A64/simd_dp/floatdp2/FADD_H_floatdp2	fadd	A64	32	0x1eeb28c1	0x1eec28e2		2,1,1	fadd	HasFullFP16
6549	A64/simd_dp/floatdp2/FSUB_H_floatdp2	fsub	A64	32	0x1eeb38c1	0x1eec38e2		2,1,1	fsub	HasFullFP16
6550	A64/simd_dp/floatdp2/FMAX_H_floatdp2	fmax	A64	32	0x1eeb48c1	0x1eec48e2		2,1,1	fmax	HasFullFP16
6551	A64/simd_dp/floatdp2/FMIN_H_floatdp2	fmin	A64	32	0x1eeb58c1	0x1eec58e2		2,1,1	fmin	HasFullFP16
6552	A64/simd_dp/floatdp2/FMAXNM_H_floatdp2	fmaxnm	A64	32	0x1eeb68c1	0x1eec68e2		2,1,1	fmaxnm	HasFullFP16
6553	A64/simd_dp/floatdp2/FMINNM_H_floatdp2	fminnm	A64	32	0x1eeb78c1	0x1eec78e2		2,1,1	fminnm	HasFullFP16
6554	A64/simd_dp/floatdp2/FNMUL_H_floatdp2	fnmul	A64	32	0x1eeb88c1	0x1eec88e2		2,1,1	fnmul	HasFullFP16
6558	A64/simd_dp/floatdp3/FMADD_S_floatdp3	fmadd	A64	32	0x1f0b40c1	0x1f0c44e2		2,1,1,1	fmadd	HasFPARMv8
6559	A64/simd_dp/floatdp3/FMSUB_S_floatdp3	fmsub	A64	32	0x1f0bc0c1	0x1f0cc4e2		2,1,1,1	fmsub	HasFPARMv8
6560	A64/simd_dp/floatdp3/FNMADD_S_floatdp3	fnmadd	A64	32	0x1f2b40c1	0x1f2c44e2		2,1,1,1	fnmadd	HasFPARMv8
6561	A64/simd_dp/floatdp3/FNMSUB_S_floatdp3	fnmsub	A64	32	0x1f2bc0c1	0x1f2cc4e2		2,1,1,1	fnmsub	HasFPARMv8
6562	A64/simd_dp/floatdp3/FMADD_D_floatdp3	fmadd	A64	32	0x1f4b40c1	0x1f4c44e2		2,1,1,1	fmadd	HasFPARMv8
6563	A64/simd_dp/floatdp3/FMSUB_D_floatdp3	fmsub	A64	32	0x1f4bc0c1	0x1f4cc4e2		2,1,1,1	fmsub	HasFPARMv8
6564	A64/simd_dp/floatdp3/FNMADD_D_floatdp3	fnmadd	A64	32	0x1f6b40c1	0x1f6c44e2		2,1,1,1	fnmadd	HasFPARMv8
6565	A64/simd_dp/floatdp3/FNMSUB_D_floatdp3	fnmsub	A64	32	0x1f6bc0c1	0x1f6cc4e2		2,1,1,1	fnmsub	HasFPARMv8
6566	A64/simd_dp/floatdp3/FMADD_H_floatdp3	fmadd	A64	32	0x1fcb40c1	0x1fcc44e2		2,1,1,1	fmadd	HasFullFP16
6567	A64/simd_dp/floatdp3/FMSUB_H_floatdp3	fmsub	A64	32	0x1fcbc0c1	0x1fccc4e2		2,1,1,1	fmsub	HasFullFP16
6568	A64/simd_dp/floatdp3/FNMADD_H_floatdp3	fnmadd	A64	32	0x1feb40c1	0x1fec44e2		2,1,1,1	fnmadd	HasFullFP16
6569	A64/simd_dp/floatdp3/FNMSUB_H_floatdp3	fnmsub	A64	32	0x1febc0c1	0x1fecc4e2		2,1,1,1	fnmsub	HasFullFP16
