descriptor_index	iform_id	name_id	group_id	decode_bit_id	decode_bitmap_index	decode_bitmap_mask	iclass	isa_set
3028	7420	1887	37	8	0	0x0000000000000100	VPMOVSXBW	AVX
3029	7425	1887	46	9	0	0x0000000000000200	VPMOVSXBW	AVX2
3030	7426	1887	46	9	0	0x0000000000000200	VPMOVSXBW	AVX2
3031	7399	1885	37	8	0	0x0000000000000100	VPMOVSXBD	AVX
3032	7400	1885	37	8	0	0x0000000000000100	VPMOVSXBD	AVX
3033	7405	1885	46	9	0	0x0000000000000200	VPMOVSXBD	AVX2
3034	7406	1885	46	9	0	0x0000000000000200	VPMOVSXBD	AVX2
3035	7409	1886	37	8	0	0x0000000000000100	VPMOVSXBQ	AVX
3036	7410	1886	37	8	0	0x0000000000000100	VPMOVSXBQ	AVX
3037	7415	1886	46	9	0	0x0000000000000200	VPMOVSXBQ	AVX2
3038	7416	1886	46	9	0	0x0000000000000200	VPMOVSXBQ	AVX2
3039	7439	1889	37	8	0	0x0000000000000100	VPMOVSXWD	AVX
3040	7440	1889	37	8	0	0x0000000000000100	VPMOVSXWD	AVX
3041	7445	1889	46	9	0	0x0000000000000200	VPMOVSXWD	AVX2
3042	7446	1889	46	9	0	0x0000000000000200	VPMOVSXWD	AVX2
3043	7449	1890	37	8	0	0x0000000000000100	VPMOVSXWQ	AVX
3044	7450	1890	37	8	0	0x0000000000000100	VPMOVSXWQ	AVX
3045	7455	1890	46	9	0	0x0000000000000200	VPMOVSXWQ	AVX2
3046	7456	1890	46	9	0	0x0000000000000200	VPMOVSXWQ	AVX2
3047	7429	1888	37	8	0	0x0000000000000100	VPMOVSXDQ	AVX
3048	7430	1888	37	8	0	0x0000000000000100	VPMOVSXDQ	AVX
3049	7435	1888	46	9	0	0x0000000000000200	VPMOVSXDQ	AVX2
3050	7436	1888	46	9	0	0x0000000000000200	VPMOVSXDQ	AVX2
3051	7564	1019	37	8	0	0x0000000000000100	VPMULDQ	AVX
3052	7565	1019	37	8	0	0x0000000000000100	VPMULDQ	AVX
3053	7570	1019	46	9	0	0x0000000000000200	VPMULDQ	AVX2
3054	7571	1019	46	9	0	0x0000000000000200	VPMULDQ	AVX2
3055	6454	1818	37	8	0	0x0000000000000100	VPCMPEQQ	AVX
3056	6455	1818	37	8	0	0x0000000000000100	VPCMPEQQ	AVX
3057	6456	1818	46	9	0	0x0000000000000200	VPCMPEQQ	AVX2
3058	6457	1818	46	9	0	0x0000000000000200	VPCMPEQQ	AVX2
3059	5864	1782	37	8	0	0x0000000000000100	VMOVNTDQA	AVX
3060	5866	1782	46	9	0	0x0000000000000200	VMOVNTDQA	AVX2
3061	6144	1805	37	8	0	0x0000000000000100	VPACKUSDW	AVX
3062	6145	1805	37	8	0	0x0000000000000100	VPACKUSDW	AVX
3063	6148	1805	46	9	0	0x0000000000000200	VPACKUSDW	AVX2
3064	6149	1805	46	9	0	0x0000000000000200	VPACKUSDW	AVX2
3065	5593	1754	37	8	0	0x0000000000000100	VMASKMOVPS	AVX
3066	5594	1754	37	8	0	0x0000000000000100	VMASKMOVPS	AVX
3067	5589	1753	37	8	0	0x0000000000000100	VMASKMOVPD	AVX
3068	5590	1753	37	8	0	0x0000000000000100	VMASKMOVPD	AVX
3069	5591	1754	37	8	0	0x0000000000000100	VMASKMOVPS	AVX
3070	5592	1754	37	8	0	0x0000000000000100	VMASKMOVPS	AVX
3071	5587	1753	37	8	0	0x0000000000000100	VMASKMOVPD	AVX
3072	5588	1753	37	8	0	0x0000000000000100	VMASKMOVPD	AVX
3073	7524	1901	37	8	0	0x0000000000000100	VPMOVZXBW	AVX
3074	7525	1901	37	8	0	0x0000000000000100	VPMOVZXBW	AVX
3075	7530	1901	46	9	0	0x0000000000000200	VPMOVZXBW	AVX2
3076	7531	1901	46	9	0	0x0000000000000200	VPMOVZXBW	AVX2
3077	7504	1899	37	8	0	0x0000000000000100	VPMOVZXBD	AVX
3078	7505	1899	37	8	0	0x0000000000000100	VPMOVZXBD	AVX
3079	7510	1899	46	9	0	0x0000000000000200	VPMOVZXBD	AVX2
3080	7511	1899	46	9	0	0x0000000000000200	VPMOVZXBD	AVX2
