form_id	instruction_set	minimum_architecture	required_features_all_atoms	source_form_id
4392	A64	Armv8-A		A64/dpimm/pcreladdr/ADR_only_pcreladdr
4393	A64	Armv8-A		A64/dpimm/pcreladdr/ADRP_only_pcreladdr
4394	A64	Armv8-A		A64/dpimm/addsub_imm/ADD_32_addsub_imm
4395	A64	Armv8-A		A64/dpimm/addsub_imm/ADDS_32S_addsub_imm
4396	A64	Armv8-A		A64/dpimm/addsub_imm/SUB_32_addsub_imm
4397	A64	Armv8-A		A64/dpimm/addsub_imm/SUBS_32S_addsub_imm
4398	A64	Armv8-A		A64/dpimm/addsub_imm/ADD_64_addsub_imm
4399	A64	Armv8-A		A64/dpimm/addsub_imm/ADDS_64S_addsub_imm
4400	A64	Armv8-A		A64/dpimm/addsub_imm/SUB_64_addsub_imm
4401	A64	Armv8-A		A64/dpimm/addsub_imm/SUBS_64S_addsub_imm
4402	A64	Armv8-A	FEAT_MTE	A64/dpimm/addsub_immtags/ADDG_64_addsub_immtags
4403	A64	Armv8-A	FEAT_MTE	A64/dpimm/addsub_immtags/SUBG_64_addsub_immtags
4404	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/SMAX_32_minmax_imm
4405	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/UMAX_32U_minmax_imm
4406	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/SMIN_32_minmax_imm
4407	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/UMIN_32U_minmax_imm
4408	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/SMAX_64_minmax_imm
4409	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/UMAX_64U_minmax_imm
4410	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/SMIN_64_minmax_imm
4411	A64	Armv8-A	FEAT_CSSC	A64/dpimm/minmax_imm/UMIN_64U_minmax_imm
4412	A64	Armv8-A		A64/dpimm/log_imm/AND_32_log_imm
4413	A64	Armv8-A		A64/dpimm/log_imm/ORR_32_log_imm
4414	A64	Armv8-A		A64/dpimm/log_imm/EOR_32_log_imm
4415	A64	Armv8-A		A64/dpimm/log_imm/ANDS_32S_log_imm
4416	A64	Armv8-A		A64/dpimm/log_imm/AND_64_log_imm
4417	A64	Armv8-A		A64/dpimm/log_imm/ORR_64_log_imm
4418	A64	Armv8-A		A64/dpimm/log_imm/EOR_64_log_imm
4419	A64	Armv8-A		A64/dpimm/log_imm/ANDS_64S_log_imm
4420	A64	Armv8-A		A64/dpimm/movewide/MOVN_32_movewide
4421	A64	Armv8-A		A64/dpimm/movewide/MOVZ_32_movewide
4422	A64	Armv8-A		A64/dpimm/movewide/MOVK_32_movewide
4423	A64	Armv8-A		A64/dpimm/movewide/MOVN_64_movewide
4424	A64	Armv8-A		A64/dpimm/movewide/MOVZ_64_movewide
4425	A64	Armv8-A		A64/dpimm/movewide/MOVK_64_movewide
4426	A64	Armv8-A		A64/dpimm/bitfield/SBFM_32M_bitfield
4427	A64	Armv8-A		A64/dpimm/bitfield/BFM_32M_bitfield
4428	A64	Armv8-A		A64/dpimm/bitfield/UBFM_32M_bitfield
4429	A64	Armv8-A		A64/dpimm/bitfield/SBFM_64M_bitfield
4430	A64	Armv8-A		A64/dpimm/bitfield/BFM_64M_bitfield
4431	A64	Armv8-A		A64/dpimm/bitfield/UBFM_64M_bitfield
4432	A64	Armv8-A		A64/control/condbranch/B_only_condbranch
4433	A64	Armv8-A	FEAT_HBC	A64/control/condbranch/BC_only_condbranch
4434	A64	Armv8-A	FEAT_PAuth_LR	A64/control/miscbranch/RETAASPPC_only_miscbranch
4435	A64	Armv8-A	FEAT_PAuth_LR	A64/control/miscbranch/RETABSPPC_only_miscbranch
4436	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBGT_8_regs
4437	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBGE_8_regs
4438	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBHI_8_regs
4439	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBHS_8_regs
4440	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBEQ_8_regs
4441	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBBNE_8_regs
4442	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHGT_16_regs
4443	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHGE_16_regs
4444	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHHI_16_regs
4445	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHHS_16_regs
4446	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHEQ_16_regs
4447	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs2/CBHNE_16_regs
4448	A64	Armv8-A		A64/control/exception/SVC_EX_exception
4449	A64	Armv8-A		A64/control/exception/HVC_EX_exception
4450	A64	Armv8-A		A64/control/exception/SMC_EX_exception
4451	A64	Armv8-A		A64/control/exception/BRK_EX_exception
4452	A64	Armv8-A		A64/control/exception/HLT_EX_exception
4453	A64	Armv8-A		A64/control/exception/DCPS1_DC_exception
4454	A64	Armv8-A		A64/control/exception/DCPS2_DC_exception
4455	A64	Armv8-A		A64/control/exception/DCPS3_DC_exception
4456	A64	Armv8-A	FEAT_TEV	A64/control/exception/TENTER_te_exception
4457	A64	Armv8-A	FEAT_WFxT	A64/control/systeminstrswithreg/WFET_only_systeminstrswithreg
4458	A64	Armv8-A	FEAT_WFxT	A64/control/systeminstrswithreg/WFIT_only_systeminstrswithreg
4459	A64	Armv8-A		A64/control/hints/NOP_HI_hints
4460	A64	Armv8-A		A64/control/hints/YIELD_HI_hints
4461	A64	Armv8-A		A64/control/hints/WFE_HI_hints
4462	A64	Armv8-A		A64/control/hints/WFI_HI_hints
4463	A64	Armv8-A		A64/control/hints/SEV_HI_hints
4464	A64	Armv8-A		A64/control/hints/SEVL_HI_hints
4465	A64	Armv8-A	FEAT_DGH	A64/control/hints/DGH_HI_hints
4466	A64	Armv8-A	FEAT_PAuth	A64/control/hints/XPACLRI_HI_hints
4467	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIA1716_HI_hints
4468	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIB1716_HI_hints
4469	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIA1716_HI_hints
4470	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIB1716_HI_hints
4471	A64	Armv8-A	FEAT_RAS	A64/control/hints/ESB_HI_hints
4472	A64	Armv8-A	FEAT_SPE	A64/control/hints/PSB_HC_hints
4473	A64	Armv8-A	FEAT_TRF	A64/control/hints/TSB_HC_hints
4474	A64	Armv8-A	FEAT_GCS	A64/control/hints/GCSB_HD_hints
4475	A64	Armv8-A		A64/control/hints/CSDB_HI_hints
4476	A64	Armv8-A	FEAT_CLRBHB	A64/control/hints/CLRBHB_HI_hints
4477	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIAZ_HI_hints
4478	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIASP_HI_hints
4479	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIBZ_HI_hints
4480	A64	Armv8-A	FEAT_PAuth	A64/control/hints/PACIBSP_HI_hints
4481	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIAZ_HI_hints
4482	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIASP_HI_hints
4483	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIBZ_HI_hints
4484	A64	Armv8-A	FEAT_PAuth	A64/control/hints/AUTIBSP_HI_hints
4485	A64	Armv8-A	FEAT_BTI	A64/control/hints/BTI_HB_hints
4486	A64	Armv8-A	FEAT_PAuth_LR	A64/control/hints/PACM_HI_hints
4487	A64	Armv8-A	FEAT_CHK	A64/control/hints/CHKFEAT_HF_hints
4488	A64	Armv8-A	FEAT_PCDPHINT	A64/control/hints/STSHH_HI_hints
4489	A64	Armv8-A	FEAT_CMH	A64/control/hints/SHUH_HI_hints
4490	A64	Armv8-A	FEAT_CMH	A64/control/hints/STCPH_HI_hints
4491	A64	Armv8-A		A64/control/hints/HINT_HM_hints
4492	A64	Armv8-A		A64/control/barriers/CLREX_BN_barriers
4493	A64	Armv8-A		A64/control/barriers/DSB_BO_barriers
4494	A64	Armv8-A		A64/control/barriers/DMB_BO_barriers
4495	A64	Armv8-A		A64/control/barriers/ISB_BI_barriers
4496	A64	Armv8-A	FEAT_SB	A64/control/barriers/SB_only_barriers
4497	A64	Armv8-A	FEAT_XS	A64/control/barriers/DSB_BOn_barriers
4498	A64	Armv8-A		A64/control/pstate/MSR_SI_pstate
4499	A64	Armv8-A	FEAT_FlagM	A64/control/pstate/CFINV_M_pstate
4500	A64	Armv8-A	FEAT_FlagM2	A64/control/pstate/XAFLAG_M_pstate
4501	A64	Armv8-A	FEAT_FlagM2	A64/control/pstate/AXFLAG_M_pstate
4502	A64	Armv8-A		A64/control/systeminstrs/SYS_CR_systeminstrs
4503	A64	Armv8-A		A64/control/systeminstrs/SYSL_RC_systeminstrs
4504	A64	Armv8-A		A64/control/systemmove/MSR_SR_systemmove
4505	A64	Armv8-A		A64/control/systemmove/MRS_RS_systemmove
4506	A64	Armv8-A	FEAT_SYSINSTR128	A64/control/syspairinstrs/SYSP_CR_syspairinstrs
4507	A64	Armv8-A	FEAT_SYSREG128	A64/control/systemmovepr/MSRR_SR_systemmovepr
4508	A64	Armv8-A	FEAT_SYSREG128	A64/control/systemmovepr/MRRS_RS_systemmovepr
4509	A64	Armv8-A		A64/control/branch_reg/BR_64_branch_reg
4510	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BRAAZ_64_branch_reg
4511	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BRABZ_64_branch_reg
4512	A64	Armv8-A		A64/control/branch_reg/BLR_64_branch_reg
4513	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BLRAAZ_64_branch_reg
4514	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BLRABZ_64_branch_reg
4515	A64	Armv8-A		A64/control/branch_reg/RET_64R_branch_reg
4516	A64	Armv8-A	FEAT_PAuth_LR	A64/control/branch_reg/RETAASPPCR_64M_branch_reg
4517	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/RETAA_64E_branch_reg
4518	A64	Armv8-A	FEAT_PAuth_LR	A64/control/branch_reg/RETABSPPCR_64M_branch_reg
4519	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/RETAB_64E_branch_reg
4520	A64	Armv8-A		A64/control/branch_reg/ERET_64E_branch_reg
4521	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/ERETAA_64E_branch_reg
4522	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/ERETAB_64E_branch_reg
4523	A64	Armv8-A	FEAT_TEV	A64/control/branch_reg/TEXIT_te_branch_reg
4524	A64	Armv8-A		A64/control/branch_reg/DRPS_64E_branch_reg
4525	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BRAA_64P_branch_reg
4526	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BRAB_64P_branch_reg
4527	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BLRAA_64P_branch_reg
4528	A64	Armv8-A	FEAT_PAuth	A64/control/branch_reg/BLRAB_64P_branch_reg
4529	A64	Armv8-A	FEAT_S1POE2	A64/control/tchange_reg/TCHANGEB_tc_reg
4530	A64	Armv8-A	FEAT_S1POE2	A64/control/tchange_reg/TCHANGEF_tc_reg
4531	A64	Armv8-A	FEAT_S1POE2	A64/control/tchange_imm/TCHANGEB_tc_imm
4532	A64	Armv8-A	FEAT_S1POE2	A64/control/tchange_imm/TCHANGEF_tc_imm
4533	A64	Armv8-A		A64/control/branch_imm/B_only_branch_imm
4534	A64	Armv8-A		A64/control/branch_imm/BL_only_branch_imm
4535	A64	Armv8-A		A64/control/compbranch/CBZ_32_compbranch
4536	A64	Armv8-A		A64/control/compbranch/CBNZ_32_compbranch
4537	A64	Armv8-A		A64/control/compbranch/CBZ_64_compbranch
4538	A64	Armv8-A		A64/control/compbranch/CBNZ_64_compbranch
4539	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBGT_32_regs
4540	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBGE_32_regs
4541	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBHI_32_regs
4542	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBHS_32_regs
4543	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBEQ_32_regs
4544	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBNE_32_regs
4545	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBGT_64_regs
4546	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBGE_64_regs
4547	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBHI_64_regs
4548	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBHS_64_regs
4549	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBEQ_64_regs
4550	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_regs/CBNE_64_regs
4551	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBGT_32_imm
4552	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBLT_32_imm
4553	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBHI_32_imm
4554	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBLO_32_imm
4555	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBEQ_32_imm
4556	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBNE_32_imm
4557	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBGT_64_imm
4558	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBLT_64_imm
4559	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBHI_64_imm
4560	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBLO_64_imm
4561	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBEQ_64_imm
4562	A64	Armv8-A	FEAT_CMPBR	A64/control/compbranch_imm/CBNE_64_imm
4563	A64	Armv8-A		A64/control/testbranch/TBZ_only_testbranch
4564	A64	Armv8-A		A64/control/testbranch/TBNZ_only_testbranch
4565	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASP_CP32_comswappr
4566	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPL_CP32_comswappr
4567	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPA_CP32_comswappr
4568	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPAL_CP32_comswappr
4569	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASP_CP64_comswappr
4570	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPL_CP64_comswappr
4571	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPA_CP64_comswappr
4572	A64	Armv8-A	FEAT_LSE	A64/ldst/comswappr/CASPAL_CP64_comswappr
4573	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST4_asisdlse_R4
4574	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST1_asisdlse_R4_4v
4575	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST3_asisdlse_R3
4576	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST1_asisdlse_R3_3v
4577	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST1_asisdlse_R1_1v
4578	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST2_asisdlse_R2
4579	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/ST1_asisdlse_R2_2v
4580	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD4_asisdlse_R4
4581	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD1_asisdlse_R4_4v
4582	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD3_asisdlse_R3
4583	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD1_asisdlse_R3_3v
4584	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD1_asisdlse_R1_1v
4585	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD2_asisdlse_R2
4586	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlse/LD1_asisdlse_R2_2v
4587	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST4_asisdlsep_R4_r
4588	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_R4_r4
4589	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST3_asisdlsep_R3_r
4590	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_R3_r3
4591	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_R1_r1
4592	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST2_asisdlsep_R2_r
4593	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_R2_r2
4594	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST4_asisdlsep_I4_i
4595	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_I4_i4
4596	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST3_asisdlsep_I3_i
4597	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_I3_i3
4598	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_I1_i1
4599	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST2_asisdlsep_I2_i
4600	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/ST1_asisdlsep_I2_i2
4601	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD4_asisdlsep_R4_r
4602	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_R4_r4
4603	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD3_asisdlsep_R3_r
4604	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_R3_r3
4605	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_R1_r1
4606	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD2_asisdlsep_R2_r
4607	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_R2_r2
4608	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD4_asisdlsep_I4_i
4609	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_I4_i4
4610	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD3_asisdlsep_I3_i
4611	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_I3_i3
4612	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_I1_i1
4613	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD2_asisdlsep_I2_i
4614	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsep/LD1_asisdlsep_I2_i2
4615	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST1_asisdlso_B1_1b
4616	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST3_asisdlso_B3_3b
4617	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST1_asisdlso_H1_1h
4618	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST3_asisdlso_H3_3h
4619	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST1_asisdlso_S1_1s
4620	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST1_asisdlso_D1_1d
4621	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST3_asisdlso_S3_3s
4622	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST3_asisdlso_D3_3d
4623	A64	Armv8-A	FEAT_AdvSIMD,FEAT_LRCPC3	A64/ldst/asisdlso/STL1_asisdlso_D1
4624	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST2_asisdlso_B2_2b
4625	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST4_asisdlso_B4_4b
4626	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST2_asisdlso_H2_2h
4627	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST4_asisdlso_H4_4h
4628	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST2_asisdlso_S2_2s
4629	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST2_asisdlso_D2_2d
4630	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST4_asisdlso_S4_4s
4631	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/ST4_asisdlso_D4_4d
4632	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD1_asisdlso_B1_1b
4633	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD3_asisdlso_B3_3b
4634	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD1_asisdlso_H1_1h
4635	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD3_asisdlso_H3_3h
4636	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD1_asisdlso_S1_1s
4637	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD1_asisdlso_D1_1d
4638	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD3_asisdlso_S3_3s
4639	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD3_asisdlso_D3_3d
4640	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD1R_asisdlso_R1
4641	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD3R_asisdlso_R3
4642	A64	Armv8-A	FEAT_AdvSIMD,FEAT_LRCPC3	A64/ldst/asisdlso/LDAP1_asisdlso_D1
4643	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD2_asisdlso_B2_2b
4644	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD4_asisdlso_B4_4b
4645	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD2_asisdlso_H2_2h
4646	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD4_asisdlso_H4_4h
4647	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD2_asisdlso_S2_2s
4648	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD2_asisdlso_D2_2d
4649	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD4_asisdlso_S4_4s
4650	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD4_asisdlso_D4_4d
4651	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD2R_asisdlso_R2
4652	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlso/LD4R_asisdlso_R4
4653	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_BX1_r1b
4654	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_BX3_r3b
4655	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_HX1_r1h
4656	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_HX3_r3h
4657	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_SX1_r1s
4658	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_DX1_r1d
4659	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_SX3_r3s
4660	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_DX3_r3d
4661	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_B1_i1b
4662	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_B3_i3b
4663	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_H1_i1h
4664	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_H3_i3h
4665	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_S1_i1s
4666	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST1_asisdlsop_D1_i1d
4667	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_S3_i3s
4668	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST3_asisdlsop_D3_i3d
4669	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_BX2_r2b
4670	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_BX4_r4b
4671	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_HX2_r2h
4672	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_HX4_r4h
4673	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_SX2_r2s
4674	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_DX2_r2d
4675	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_SX4_r4s
4676	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_DX4_r4d
4677	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_B2_i2b
4678	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_B4_i4b
4679	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_H2_i2h
4680	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST4_asisdlsop_H4_i4h
4681	A64	Armv8-A	FEAT_AdvSIMD	A64/ldst/asisdlsop/ST2_asisdlsop_S2_i2s
