form_id	source_form_id	mnemonic	isa	width	authority	witnesses	operand_semantics	capstone_real_name	capstone_groups
2494	A64/sve/sve_perm_pred/sve_int_perm_splice/splice_z_p_zz_des	splice	A64	32	aarchmrs+capstone	0x052c9961,0x052c9d82,0x052c9227,0x052c82ab,0x052c9960,0x052c997f,0x052c8161,0x052c9d61,0x052c9801,0x052c9be1,0x056c9961,0x05ac9961,0x05ec9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	splice	HasSVEorSME
2504	A64/sve/sve_int_select/sve_int_sel_vvv/sel_z_p_zz_	sel	A64	32	aarchmrs+capstone	0x0530d961,0x0531dd82,0x0536f227,0x053ac2ab,0x0530d960,0x0530d97f,0x0530c161,0x0530fd61,0x0530d801,0x0530dbe1,0x0520d961,0x053fd961,0x0570d961,0x05b0d961,0x05f0d961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sel	HasSVEorSME
2505	A64/sve/sve_cmpvec/sve_int_cmp_0/cmphs_p_p_zz_	cmphs	A64	32	aarchmrs+capstone	0x24101961,0x24111d82,0x24161227,0x241a02ab,0x24101960,0x2410196f,0x24100161,0x24101d61,0x24101801,0x24101be1,0x24001961,0x241f1961,0x24501961,0x24901961,0x24d01961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmphs	HasSVEorSME
2506	A64/sve/sve_cmpvec/sve_int_cmp_0/cmpge_p_p_zz_	cmpge	A64	32	aarchmrs+capstone	0x24109961,0x24119d82,0x24169227,0x241a82ab,0x24109960,0x2410996f,0x24108161,0x24109d61,0x24109801,0x24109be1,0x24009961,0x241f9961,0x24509961,0x24909961,0x24d09961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmpge	HasSVEorSME
2508	A64/sve/sve_cmpvec/sve_int_cmp_0/cmpeq_p_p_zz_	cmpeq	A64	32	aarchmrs+capstone	0x2410b961,0x2411bd82,0x2416b227,0x241aa2ab,0x2410b960,0x2410b96f,0x2410a161,0x2410bd61,0x2410b801,0x2410bbe1,0x2400b961,0x241fb961,0x2450b961,0x2490b961,0x24d0b961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmpeq	HasSVEorSME
2509	A64/sve/sve_cmpvec/sve_int_cmp_0/cmphi_p_p_zz_	cmphi	A64	32	aarchmrs+capstone	0x24101971,0x24111d92,0x24161237,0x241a02bb,0x24101970,0x2410197f,0x24100171,0x24101d71,0x24101811,0x24101bf1,0x24001971,0x241f1971,0x24501971,0x24901971,0x24d01971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmphi	HasSVEorSME
2510	A64/sve/sve_cmpvec/sve_int_cmp_0/cmpgt_p_p_zz_	cmpgt	A64	32	aarchmrs+capstone	0x24109971,0x24119d92,0x24169237,0x241a82bb,0x24109970,0x2410997f,0x24108171,0x24109d71,0x24109811,0x24109bf1,0x24009971,0x241f9971,0x24509971,0x24909971,0x24d09971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmpgt	HasSVEorSME
2512	A64/sve/sve_cmpvec/sve_int_cmp_0/cmpne_p_p_zz_	cmpne	A64	32	aarchmrs+capstone	0x2410b971,0x2411bd92,0x2416b237,0x241aa2bb,0x2410b970,0x2410b97f,0x2410a171,0x2410bd71,0x2410b811,0x2410bbf1,0x2400b971,0x241fb971,0x2450b971,0x2490b971,0x24d0b971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	cmpne	HasSVEorSME
2531	A64/sve/sve_pred_gen_a/sve_int_pred_log/and_p_p_pp_z	and	A64	32	aarchmrs+capstone	0x25005961,0x25015d82,0x25067027,0x250a40ab,0x25005960,0x2500596f,0x25004161,0x25007d61,0x25005801,0x250059e1,0x250f5961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	and	HasSVEorSME
2532	A64/sve/sve_pred_gen_a/sve_int_pred_log/bic_p_p_pp_z	bic	A64	32	aarchmrs+capstone	0x25005971,0x25015d92,0x25067037,0x250a40bb,0x25005970,0x2500597f,0x25004171,0x25007d71,0x25005811,0x250059f1,0x250f5971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	bic	HasSVEorSME
2533	A64/sve/sve_pred_gen_a/sve_int_pred_log/orr_p_p_pp_z	orr	A64	32	aarchmrs+capstone	0x25805961,0x25815d82,0x25867027,0x258a40ab,0x25805960,0x2580596f,0x25804161,0x25807d61,0x25805801,0x258059e1,0x258f5961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	orr	HasSVEorSME
2534	A64/sve/sve_pred_gen_a/sve_int_pred_log/orn_p_p_pp_z	orn	A64	32	aarchmrs+capstone	0x25805971,0x25815d92,0x25867037,0x258a40bb,0x25805970,0x2580597f,0x25804171,0x25807d71,0x25805811,0x258059f1,0x258f5971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	orn	HasSVEorSME
2535	A64/sve/sve_pred_gen_a/sve_int_pred_log/eor_p_p_pp_z	eor	A64	32	aarchmrs+capstone	0x25005b61,0x25015f82,0x25067227,0x250a42ab,0x25005b60,0x25005b6f,0x25004361,0x25007f61,0x25005a01,0x25005be1,0x250f5b61	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	eor	HasSVEorSME
2536	A64/sve/sve_pred_gen_a/sve_int_pred_log/sel_p_p_pp_	sel	A64	32	aarchmrs+capstone	0x25005b71,0x25015f92,0x25067237,0x250a42bb,0x25005b70,0x25005b7f,0x25004371,0x25007f71,0x25005a11,0x25005bf1,0x250f5b71	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	sel	HasSVEorSME
2537	A64/sve/sve_pred_gen_a/sve_int_pred_log/nor_p_p_pp_z	nor	A64	32	aarchmrs+capstone	0x25805b61,0x25815f82,0x25867227,0x258a42ab,0x25805b60,0x25805b6f,0x25804361,0x25807f61,0x25805a01,0x25805be1,0x258f5b61	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	nor	HasSVEorSME
2538	A64/sve/sve_pred_gen_a/sve_int_pred_log/nand_p_p_pp_z	nand	A64	32	aarchmrs+capstone	0x25805b71,0x25815f92,0x25867237,0x258a42bb,0x25805b70,0x25805b7f,0x25804371,0x25807f71,0x25805a11,0x25805bf1,0x258f5b71	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	nand	HasSVEorSME
2539	A64/sve/sve_pred_gen_a/sve_int_pred_log/ands_p_p_pp_z	ands	A64	32	aarchmrs+capstone	0x25405961,0x25415d82,0x25467027,0x254a40ab,0x25405960,0x2540596f,0x25404161,0x25407d61,0x25405801,0x254059e1,0x254f5961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	ands	HasSVEorSME
2540	A64/sve/sve_pred_gen_a/sve_int_pred_log/bics_p_p_pp_z	bics	A64	32	aarchmrs+capstone	0x25405971,0x25415d92,0x25467037,0x254a40bb,0x25405970,0x2540597f,0x25404171,0x25407d71,0x25405811,0x254059f1,0x254f5971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	bics	HasSVEorSME
2541	A64/sve/sve_pred_gen_a/sve_int_pred_log/orrs_p_p_pp_z	orrs	A64	32	aarchmrs+capstone	0x25c05961,0x25c15d82,0x25c67027,0x25ca40ab,0x25c05960,0x25c0596f,0x25c04161,0x25c07d61,0x25c05801,0x25c059e1,0x25cf5961	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	orrs	HasSVEorSME
2542	A64/sve/sve_pred_gen_a/sve_int_pred_log/orns_p_p_pp_z	orns	A64	32	aarchmrs+capstone	0x25c05971,0x25c15d92,0x25c67037,0x25ca40bb,0x25c05970,0x25c0597f,0x25c04171,0x25c07d71,0x25c05811,0x25c059f1,0x25cf5971	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	orns	HasSVEorSME
2543	A64/sve/sve_pred_gen_a/sve_int_pred_log/eors_p_p_pp_z	eors	A64	32	aarchmrs+capstone	0x25405b61,0x25415f82,0x25467227,0x254a42ab,0x25405b60,0x25405b6f,0x25404361,0x25407f61,0x25405a01,0x25405be1,0x254f5b61	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	eors	HasSVEorSME
