form_id	source_form_id	mnemonic	isa	width	authority	witnesses	operand_semantics	capstone_real_name	capstone_groups
2664	A64/sve/sve_intx_predicated/sve_intx_bin_pred_shift_sat_round/urshlr_z_p_zz_	urshlr	A64	32	aarchmrs+capstone	0x44079961,0x44079d82,0x44079227,0x440782ab,0x44079960,0x4407997f,0x44078161,0x44079d61,0x44079801,0x44079be1,0x44479961,0x44879961,0x44c79961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	urshlr	HasSVE2orSME
2665	A64/sve/sve_intx_predicated/sve_intx_bin_pred_shift_sat_round/uqshl_z_p_zz_	uqshl	A64	32	aarchmrs+capstone	0x44099961,0x44099d82,0x44099227,0x440982ab,0x44099960,0x4409997f,0x44098161,0x44099d61,0x44099801,0x44099be1,0x44499961,0x44899961,0x44c99961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uqshl	HasSVE2orSME
2666	A64/sve/sve_intx_predicated/sve_intx_bin_pred_shift_sat_round/uqrshl_z_p_zz_	uqrshl	A64	32	aarchmrs+capstone	0x440b9961,0x440b9d82,0x440b9227,0x440b82ab,0x440b9960,0x440b997f,0x440b8161,0x440b9d61,0x440b9801,0x440b9be1,0x444b9961,0x448b9961,0x44cb9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uqrshl	HasSVE2orSME
2667	A64/sve/sve_intx_predicated/sve_intx_bin_pred_shift_sat_round/uqshlr_z_p_zz_	uqshlr	A64	32	aarchmrs+capstone	0x440d9961,0x440d9d82,0x440d9227,0x440d82ab,0x440d9960,0x440d997f,0x440d8161,0x440d9d61,0x440d9801,0x440d9be1,0x444d9961,0x448d9961,0x44cd9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uqshlr	HasSVE2orSME
2668	A64/sve/sve_intx_predicated/sve_intx_bin_pred_shift_sat_round/uqrshlr_z_p_zz_	uqrshlr	A64	32	aarchmrs+capstone	0x440f9961,0x440f9d82,0x440f9227,0x440f82ab,0x440f9960,0x440f997f,0x440f8161,0x440f9d61,0x440f9801,0x440f9be1,0x444f9961,0x448f9961,0x44cf9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uqrshlr	HasSVE2orSME
2673	A64/sve/sve_intx_predicated/sve_intx_pred_arith_unary/sqabs_z_p_z_m	sqabs	A64	32	aarchmrs+capstone	0x4408b961,0x4408bd82,0x4408b227,0x4408a2ab,0x4408b960,0x4408b97f,0x4408a161,0x4408bd61,0x4408b801,0x4408bbe1,0x4448b961,0x4488b961,0x44c8b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqabs	HasSVE2orSME
2675	A64/sve/sve_intx_predicated/sve_intx_pred_arith_unary/sqneg_z_p_z_m	sqneg	A64	32	aarchmrs+capstone	0x4409b961,0x4409bd82,0x4409b227,0x4409a2ab,0x4409b960,0x4409b97f,0x4409a161,0x4409bd61,0x4409b801,0x4409bbe1,0x4449b961,0x4489b961,0x44c9b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqneg	HasSVE2orSME
2679	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/shadd_z_p_zz_	shadd	A64	32	aarchmrs+capstone	0x44109961,0x44109d82,0x44109227,0x441082ab,0x44109960,0x4410997f,0x44108161,0x44109d61,0x44109801,0x44109be1,0x44509961,0x44909961,0x44d09961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	shadd	HasSVE2orSME
2680	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/shsub_z_p_zz_	shsub	A64	32	aarchmrs+capstone	0x44129961,0x44129d82,0x44129227,0x441282ab,0x44129960,0x4412997f,0x44128161,0x44129d61,0x44129801,0x44129be1,0x44529961,0x44929961,0x44d29961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	shsub	HasSVE2orSME
2681	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/srhadd_z_p_zz_	srhadd	A64	32	aarchmrs+capstone	0x44149961,0x44149d82,0x44149227,0x441482ab,0x44149960,0x4414997f,0x44148161,0x44149d61,0x44149801,0x44149be1,0x44549961,0x44949961,0x44d49961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	srhadd	HasSVE2orSME
2682	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/shsubr_z_p_zz_	shsubr	A64	32	aarchmrs+capstone	0x44169961,0x44169d82,0x44169227,0x441682ab,0x44169960,0x4416997f,0x44168161,0x44169d61,0x44169801,0x44169be1,0x44569961,0x44969961,0x44d69961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	shsubr	HasSVE2orSME
2683	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/uhadd_z_p_zz_	uhadd	A64	32	aarchmrs+capstone	0x44119961,0x44119d82,0x44119227,0x441182ab,0x44119960,0x4411997f,0x44118161,0x44119d61,0x44119801,0x44119be1,0x44519961,0x44919961,0x44d19961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uhadd	HasSVE2orSME
2684	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/uhsub_z_p_zz_	uhsub	A64	32	aarchmrs+capstone	0x44139961,0x44139d82,0x44139227,0x441382ab,0x44139960,0x4413997f,0x44138161,0x44139d61,0x44139801,0x44139be1,0x44539961,0x44939961,0x44d39961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uhsub	HasSVE2orSME
2685	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/urhadd_z_p_zz_	urhadd	A64	32	aarchmrs+capstone	0x44159961,0x44159d82,0x44159227,0x441582ab,0x44159960,0x4415997f,0x44158161,0x44159d61,0x44159801,0x44159be1,0x44559961,0x44959961,0x44d59961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	urhadd	HasSVE2orSME
2686	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary/uhsubr_z_p_zz_	uhsubr	A64	32	aarchmrs+capstone	0x44179961,0x44179d82,0x44179227,0x441782ab,0x44179960,0x4417997f,0x44178161,0x44179d61,0x44179801,0x44179be1,0x44579961,0x44979961,0x44d79961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uhsubr	HasSVE2orSME
2688	A64/sve/sve_intx_predicated/sve_intx_arith_binary_pairs/addp_z_p_zz_	addp	A64	32	aarchmrs+capstone	0x4411b961,0x4411bd82,0x4411b227,0x4411a2ab,0x4411b960,0x4411b97f,0x4411a161,0x4411bd61,0x4411b801,0x4411bbe1,0x4451b961,0x4491b961,0x44d1b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	addp	HasSVE2orSME
2689	A64/sve/sve_intx_predicated/sve_intx_arith_binary_pairs/smaxp_z_p_zz_	smaxp	A64	32	aarchmrs+capstone	0x4414b961,0x4414bd82,0x4414b227,0x4414a2ab,0x4414b960,0x4414b97f,0x4414a161,0x4414bd61,0x4414b801,0x4414bbe1,0x4454b961,0x4494b961,0x44d4b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	smaxp	HasSVE2orSME
2690	A64/sve/sve_intx_predicated/sve_intx_arith_binary_pairs/sminp_z_p_zz_	sminp	A64	32	aarchmrs+capstone	0x4416b961,0x4416bd82,0x4416b227,0x4416a2ab,0x4416b960,0x4416b97f,0x4416a161,0x4416bd61,0x4416b801,0x4416bbe1,0x4456b961,0x4496b961,0x44d6b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sminp	HasSVE2orSME
2691	A64/sve/sve_intx_predicated/sve_intx_arith_binary_pairs/umaxp_z_p_zz_	umaxp	A64	32	aarchmrs+capstone	0x4415b961,0x4415bd82,0x4415b227,0x4415a2ab,0x4415b960,0x4415b97f,0x4415a161,0x4415bd61,0x4415b801,0x4415bbe1,0x4455b961,0x4495b961,0x44d5b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	umaxp	HasSVE2orSME
2692	A64/sve/sve_intx_predicated/sve_intx_arith_binary_pairs/uminp_z_p_zz_	uminp	A64	32	aarchmrs+capstone	0x4417b961,0x4417bd82,0x4417b227,0x4417a2ab,0x4417b960,0x4417b97f,0x4417a161,0x4417bd61,0x4417b801,0x4417bbe1,0x4457b961,0x4497b961,0x44d7b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uminp	HasSVE2orSME
2693	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary_sat/sqadd_z_p_zz_	sqadd	A64	32	aarchmrs+capstone	0x44189961,0x44189d82,0x44189227,0x441882ab,0x44189960,0x4418997f,0x44188161,0x44189d61,0x44189801,0x44189be1,0x44589961,0x44989961,0x44d89961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqadd	HasSVE2orSME
2694	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary_sat/sqsub_z_p_zz_	sqsub	A64	32	aarchmrs+capstone	0x441a9961,0x441a9d82,0x441a9227,0x441a82ab,0x441a9960,0x441a997f,0x441a8161,0x441a9d61,0x441a9801,0x441a9be1,0x445a9961,0x449a9961,0x44da9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqsub	HasSVE2orSME
2695	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary_sat/suqadd_z_p_zz_	suqadd	A64	32	aarchmrs+capstone	0x441c9961,0x441c9d82,0x441c9227,0x441c82ab,0x441c9960,0x441c997f,0x441c8161,0x441c9d61,0x441c9801,0x441c9be1,0x445c9961,0x449c9961,0x44dc9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	suqadd	HasSVE2orSME
2696	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary_sat/usqadd_z_p_zz_	usqadd	A64	32	aarchmrs+capstone	0x441d9961,0x441d9d82,0x441d9227,0x441d82ab,0x441d9960,0x441d997f,0x441d8161,0x441d9d61,0x441d9801,0x441d9be1,0x445d9961,0x449d9961,0x44dd9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	usqadd	HasSVE2orSME
2697	A64/sve/sve_intx_predicated/sve_intx_pred_arith_binary_sat/sqsubr_z_p_zz_	sqsubr	A64	32	aarchmrs+capstone	0x441e9961,0x441e9d82,0x441e9227,0x441e82ab,0x441e9960,0x441e997f,0x441e8161,0x441e9d61,0x441e9801,0x441e9be1,0x445e9961,0x449e9961,0x44de9961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqsubr	HasSVE2orSME
