xed_index	iclass	macro_token	name_id	formatter_mnemonic	allocation	record_count
1705	VPMOVSXWD	VPMOVSXWD	1889	vpmovsxwd	appended	10
1706	VPMOVSXWQ	VPMOVSXWQ	1890	vpmovsxwq	appended	10
1707	VPMOVUSDB	VPMOVUSDB	1891	vpmovusdb	appended	6
1708	VPMOVUSDW	VPMOVUSDW	1892	vpmovusdw	appended	6
1709	VPMOVUSQB	VPMOVUSQB	1893	vpmovusqb	appended	6
1710	VPMOVUSQD	VPMOVUSQD	1894	vpmovusqd	appended	6
1711	VPMOVUSQW	VPMOVUSQW	1895	vpmovusqw	appended	6
1712	VPMOVUSWB	VPMOVUSWB	1896	vpmovuswb	appended	6
1713	VPMOVW2M	VPMOVW2M	1897	vpmovw2m	appended	3
1714	VPMOVWB	VPMOVWB	1898	vpmovwb	appended	6
1715	VPMOVZXBD	VPMOVZXBD	1899	vpmovzxbd	appended	10
1716	VPMOVZXBQ	VPMOVZXBQ	1900	vpmovzxbq	appended	10
1717	VPMOVZXBW	VPMOVZXBW	1901	vpmovzxbw	appended	10
1718	VPMOVZXDQ	VPMOVZXDQ	1902	vpmovzxdq	appended	10
1719	VPMOVZXWD	VPMOVZXWD	1903	vpmovzxwd	appended	10
1720	VPMOVZXWQ	VPMOVZXWQ	1904	vpmovzxwq	appended	10
1721	VPMULDQ	VPMULDQ	1019	vpmuldq	existing	10
1722	VPMULHRSW	VPMULHRSW	1018	vpmulhrsw	existing	10
1723	VPMULHUW	VPMULHUW	1017	vpmulhuw	existing	10
1724	VPMULHW	VPMULHW	1016	vpmulhw	existing	10
1725	VPMULLD	VPMULLD	1014	vpmulld	existing	10
1726	VPMULLQ	VPMULLQ	1015	vpmullq	existing	6
1727	VPMULLW	VPMULLW	660	vpmullw	existing	10
1728	VPMULTISHIFTQB	VPMULTISHIFTQB	1100	vpmultishiftqb	existing	6
1729	VPMULUDQ	VPMULUDQ	661	vpmuludq	existing	10
1730	VPOPCNTB	VPOPCNTB	1085	vpopcntb	existing	6
1731	VPOPCNTD	VPOPCNTD	716	vpopcntd	existing	6
1732	VPOPCNTQ	VPOPCNTQ	1087	vpopcntq	existing	6
1733	VPOPCNTW	VPOPCNTW	1086	vpopcntw	existing	6
1734	VPOR	VPOR	652	vpor	existing	4
1735	VPORD	VPORD	1033	vpord	existing	6
1736	VPORQ	VPORQ	1034	vporq	existing	6
1737	VPPERM	VPPERM	882	vpperm	existing	4
1738	VPROLD	VPROLD	1050	vprold	existing	6
1739	VPROLQ	VPROLQ	1051	vprolq	existing	6
1740	VPROLVD	VPROLVD	1046	vprolvd	existing	6
1741	VPROLVQ	VPROLVQ	1047	vprolvq	existing	6
1742	VPRORD	VPRORD	1052	vprord	existing	6
1743	VPRORQ	VPRORQ	1053	vprorq	existing	6
1744	VPRORVD	VPRORVD	1048	vprorvd	existing	6
1745	VPRORVQ	VPRORVQ	1049	vprorvq	existing	6
1746	VPROTB	VPROTB	705	vprotb	existing	6
1747	VPROTD	VPROTD	707	vprotd	existing	6
1748	VPROTQ	VPROTQ	708	vprotq	existing	6
1749	VPROTW	VPROTW	706	vprotw	existing	6
1750	VPSADBW	VPSADBW	669	vpsadbw	existing	10
1751	VPSCATTERDD	VPSCATTERDD	1905	vpscatterdd	appended	3
1752	VPSCATTERDQ	VPSCATTERDQ	1906	vpscatterdq	appended	3
1753	VPSCATTERQD	VPSCATTERQD	1907	vpscatterqd	appended	3
1754	VPSCATTERQQ	VPSCATTERQQ	1908	vpscatterqq	appended	3
1755	VPSHAB	VPSHAB	824	vpshab	existing	4
1756	VPSHAD	VPSHAD	826	vpshad	existing	4
1757	VPSHAQ	VPSHAQ	827	vpshaq	existing	4
1758	VPSHAW	VPSHAW	825	vpshaw	existing	4
1759	VPSHLB	VPSHLB	820	vpshlb	existing	4
1760	VPSHLD	VPSHLD	822	vpshld	existing	4
1761	VPSHLDD	VPSHLDD	1066	vpshldd	existing	6
1762	VPSHLDQ	VPSHLDQ	1067	vpshldq	existing	6
1763	VPSHLDVD	VPSHLDVD	1069	vpshldvd	existing	6
1764	VPSHLDVQ	VPSHLDVQ	1070	vpshldvq	existing	6
1765	VPSHLDVW	VPSHLDVW	1068	vpshldvw	existing	6
1766	VPSHLDW	VPSHLDW	1065	vpshldw	existing	6
1767	VPSHLQ	VPSHLQ	823	vpshlq	existing	4
1768	VPSHLW	VPSHLW	821	vpshlw	existing	4
1769	VPSHRDD	VPSHRDD	1072	vpshrdd	existing	6
1770	VPSHRDQ	VPSHRDQ	1073	vpshrdq	existing	6
1771	VPSHRDVD	VPSHRDVD	1075	vpshrdvd	existing	6
1772	VPSHRDVQ	VPSHRDVQ	1076	vpshrdvq	existing	6
1773	VPSHRDVW	VPSHRDVW	1074	vpshrdvw	existing	6
1774	VPSHRDW	VPSHRDW	1071	vpshrdw	existing	6
1775	VPSHUFB	VPSHUFB	733	vpshufb	existing	10
1776	VPSHUFBITQMB	VPSHUFBITQMB	1088	vpshufbitqmb	existing	6
1777	VPSHUFD	VPSHUFD	1909	vpshufd	appended	10
1778	VPSHUFHW	VPSHUFHW	1910	vpshufhw	appended	10
1779	VPSHUFLW	VPSHUFLW	1911	vpshuflw	appended	10
1780	VPSIGNB	VPSIGNB	1912	vpsignb	appended	4
1781	VPSIGND	VPSIGND	1913	vpsignd	appended	4
1782	VPSIGNW	VPSIGNW	1914	vpsignw	appended	4
1783	VPSLLD	VPSLLD	1057	vpslld	existing	18
1784	VPSLLDQ	VPSLLDQ	1064	vpslldq	existing	8
1785	VPSLLQ	VPSLLQ	1063	vpsllq	existing	18
1786	VPSLLVD	VPSLLVD	1037	vpsllvd	existing	10
1787	VPSLLVQ	VPSLLVQ	1038	vpsllvq	existing	10
1788	VPSLLVW	VPSLLVW	1043	vpsllvw	existing	6
1789	VPSLLW	VPSLLW	1060	vpsllw	existing	18
1790	VPSRAD	VPSRAD	1055	vpsrad	existing	18
1791	VPSRAQ	VPSRAQ	1056	vpsraq	existing	12
1792	VPSRAVD	VPSRAVD	1041	vpsravd	existing	10
1793	VPSRAVQ	VPSRAVQ	1042	vpsravq	existing	6
1794	VPSRAVW	VPSRAVW	1045	vpsravw	existing	6
1795	VPSRAW	VPSRAW	1059	vpsraw	existing	18
1796	VPSRLD	VPSRLD	1054	vpsrld	existing	18
1797	VPSRLDQ	VPSRLDQ	1062	vpsrldq	existing	8
1798	VPSRLQ	VPSRLQ	1061	vpsrlq	existing	18
1799	VPSRLVD	VPSRLVD	1039	vpsrlvd	existing	10
1800	VPSRLVQ	VPSRLVQ	1040	vpsrlvq	existing	10
1801	VPSRLVW	VPSRLVW	1044	vpsrlvw	existing	6
1802	VPSRLW	VPSRLW	1058	vpsrlw	existing	18
1803	VPSUBB	VPSUBB	646	vpsubb	existing	10
1804	VPSUBD	VPSUBD	648	vpsubd	existing	10
1805	VPSUBQ	VPSUBQ	649	vpsubq	existing	10
1806	VPSUBSB	VPSUBSB	1025	vpsubsb	existing	10
1807	VPSUBSW	VPSUBSW	1026	vpsubsw	existing	10
1808	VPSUBUSB	VPSUBUSB	1027	vpsubusb	existing	10
1809	VPSUBUSW	VPSUBUSW	1028	vpsubusw	existing	10
1810	VPSUBW	VPSUBW	647	vpsubw	existing	10
1811	VPTERNLOGD	VPTERNLOGD	1915	vpternlogd	appended	6
1812	VPTERNLOGQ	VPTERNLOGQ	1916	vpternlogq	appended	6
1813	VPTEST	VPTEST	1917	vptest	appended	4
1814	VPTESTMB	VPTESTMB	1918	vptestmb	appended	6
1815	VPTESTMD	VPTESTMD	1919	vptestmd	appended	6
1816	VPTESTMQ	VPTESTMQ	1920	vptestmq	appended	6
1817	VPTESTMW	VPTESTMW	1921	vptestmw	appended	6
1818	VPTESTNMB	VPTESTNMB	1922	vptestnmb	appended	6
1819	VPTESTNMD	VPTESTNMD	1923	vptestnmd	appended	6
1820	VPTESTNMQ	VPTESTNMQ	1924	vptestnmq	appended	6
1821	VPTESTNMW	VPTESTNMW	1925	vptestnmw	appended	6
1822	VPUNPCKHBW	VPUNPCKHBW	1926	vpunpckhbw	appended	10
1823	VPUNPCKHDQ	VPUNPCKHDQ	1927	vpunpckhdq	appended	10
1824	VPUNPCKHQDQ	VPUNPCKHQDQ	1928	vpunpckhqdq	appended	10
1825	VPUNPCKHWD	VPUNPCKHWD	1929	vpunpckhwd	appended	10
1826	VPUNPCKLBW	VPUNPCKLBW	1930	vpunpcklbw	appended	10
1827	VPUNPCKLDQ	VPUNPCKLDQ	1931	vpunpckldq	appended	10
1828	VPUNPCKLQDQ	VPUNPCKLQDQ	1932	vpunpcklqdq	appended	10
1829	VPUNPCKLWD	VPUNPCKLWD	1933	vpunpcklwd	appended	10
1830	VPXOR	VPXOR	653	vpxor	existing	4
1831	VPXORD	VPXORD	1035	vpxord	existing	6
1832	VPXORQ	VPXORQ	1036	vpxorq	existing	6
1833	VRANGEPD	VRANGEPD	1934	vrangepd	appended	7
1834	VRANGEPS	VRANGEPS	1935	vrangeps	appended	7
1835	VRANGESD	VRANGESD	1936	vrangesd	appended	3
1836	VRANGESS	VRANGESS	1937	vrangess	appended	3
1837	VRCP14PD	VRCP14PD	1938	vrcp14pd	appended	6
1838	VRCP14PS	VRCP14PS	1939	vrcp14ps	appended	6
1839	VRCP14SD	VRCP14SD	1940	vrcp14sd	appended	2
1840	VRCP14SS	VRCP14SS	1941	vrcp14ss	appended	2
1841	VRCP28PD	VRCP28PD	1942	vrcp28pd	appended	3
1842	VRCP28PS	VRCP28PS	1943	vrcp28ps	appended	3
1843	VRCP28SD	VRCP28SD	1944	vrcp28sd	appended	3
1844	VRCP28SS	VRCP28SS	1945	vrcp28ss	appended	3
1845	VRCPBF16	VRCPBF16	1946	vrcpbf16	appended	6
1846	VRCPPH	VRCPPH	1947	vrcpph	appended	6
1847	VRCPPS	VRCPPS	899	vrcpps	existing	4
1848	VRCPSH	VRCPSH	1948	vrcpsh	appended	2
1849	VRCPSS	VRCPSS	900	vrcpss	existing	2
1850	VREDUCEBF16	VREDUCEBF16	1949	vreducebf16	appended	6
1851	VREDUCEPD	VREDUCEPD	1950	vreducepd	appended	7
1852	VREDUCEPH	VREDUCEPH	1951	vreduceph	appended	7
1853	VREDUCEPS	VREDUCEPS	1952	vreduceps	appended	7
1854	VREDUCESD	VREDUCESD	1953	vreducesd	appended	3
1855	VREDUCESH	VREDUCESH	1954	vreducesh	appended	3
1856	VREDUCESS	VREDUCESS	1955	vreducess	appended	3
1857	VRNDSCALEBF16	VRNDSCALEBF16	1956	vrndscalebf16	appended	6
1858	VRNDSCALEPD	VRNDSCALEPD	1957	vrndscalepd	appended	7
1859	VRNDSCALEPH	VRNDSCALEPH	1958	vrndscaleph	appended	7
1860	VRNDSCALEPS	VRNDSCALEPS	1959	vrndscaleps	appended	7
1861	VRNDSCALESD	VRNDSCALESD	1960	vrndscalesd	appended	3
1862	VRNDSCALESH	VRNDSCALESH	1961	vrndscalesh	appended	3
1863	VRNDSCALESS	VRNDSCALESS	1962	vrndscaless	appended	3
1864	VROUNDPD	VROUNDPD	1963	vroundpd	appended	4
1865	VROUNDPS	VROUNDPS	1964	vroundps	appended	4
1866	VROUNDSD	VROUNDSD	1965	vroundsd	appended	2
1867	VROUNDSS	VROUNDSS	1966	vroundss	appended	2
1868	VRSQRT14PD	VRSQRT14PD	1967	vrsqrt14pd	appended	6
1869	VRSQRT14PS	VRSQRT14PS	1968	vrsqrt14ps	appended	6
1870	VRSQRT14SD	VRSQRT14SD	1969	vrsqrt14sd	appended	2
1871	VRSQRT14SS	VRSQRT14SS	1970	vrsqrt14ss	appended	2
1872	VRSQRT28PD	VRSQRT28PD	1971	vrsqrt28pd	appended	3
1873	VRSQRT28PS	VRSQRT28PS	1972	vrsqrt28ps	appended	3
1874	VRSQRT28SD	VRSQRT28SD	1973	vrsqrt28sd	appended	3
1875	VRSQRT28SS	VRSQRT28SS	1974	vrsqrt28ss	appended	3
1876	VRSQRTBF16	VRSQRTBF16	1975	vrsqrtbf16	appended	6
1877	VRSQRTPH	VRSQRTPH	1976	vrsqrtph	appended	6
1878	VRSQRTPS	VRSQRTPS	901	vrsqrtps	existing	4
1879	VRSQRTSH	VRSQRTSH	1977	vrsqrtsh	appended	2
1880	VRSQRTSS	VRSQRTSS	902	vrsqrtss	existing	2
1881	VSCALEFBF16	VSCALEFBF16	1978	vscalefbf16	appended	6
1882	VSCALEFPD	VSCALEFPD	1979	vscalefpd	appended	7
1883	VSCALEFPH	VSCALEFPH	1980	vscalefph	appended	7
1884	VSCALEFPS	VSCALEFPS	1981	vscalefps	appended	7
1885	VSCALEFSD	VSCALEFSD	1982	vscalefsd	appended	3
1886	VSCALEFSH	VSCALEFSH	1983	vscalefsh	appended	3
1887	VSCALEFSS	VSCALEFSS	1984	vscalefss	appended	3
1888	VSCATTERDPD	VSCATTERDPD	1985	vscatterdpd	appended	3
1889	VSCATTERDPS	VSCATTERDPS	1986	vscatterdps	appended	3
1890	VSCATTERPF0DPD	VSCATTERPF0DPD	1987	vscatterpf0dpd	appended	1
1891	VSCATTERPF0DPS	VSCATTERPF0DPS	1988	vscatterpf0dps	appended	1
1892	VSCATTERPF0QPD	VSCATTERPF0QPD	1989	vscatterpf0qpd	appended	1
1893	VSCATTERPF0QPS	VSCATTERPF0QPS	1990	vscatterpf0qps	appended	1
1894	VSCATTERPF1DPD	VSCATTERPF1DPD	1991	vscatterpf1dpd	appended	1
1895	VSCATTERPF1DPS	VSCATTERPF1DPS	1992	vscatterpf1dps	appended	1
1896	VSCATTERPF1QPD	VSCATTERPF1QPD	1993	vscatterpf1qpd	appended	1
1897	VSCATTERPF1QPS	VSCATTERPF1QPS	1994	vscatterpf1qps	appended	1
1898	VSCATTERQPD	VSCATTERQPD	1995	vscatterqpd	appended	3
1899	VSCATTERQPS	VSCATTERQPS	1996	vscatterqps	appended	3
1900	VSHA512MSG1	VSHA512MSG1	885	vsha512msg1	existing	1
1901	VSHA512MSG2	VSHA512MSG2	886	vsha512msg2	existing	1
1902	VSHA512RNDS2	VSHA512RNDS2	887	vsha512rnds2	existing	1
1903	VSHUFF32X4	VSHUFF32X4	1997	vshuff32x4	appended	4
1904	VSHUFF64X2	VSHUFF64X2	1998	vshuff64x2	appended	4
1905	VSHUFI32X4	VSHUFI32X4	1999	vshufi32x4	appended	4
1906	VSHUFI64X2	VSHUFI64X2	2000	vshufi64x2	appended	4
1907	VSHUFPD	VSHUFPD	2001	vshufpd	appended	10
1908	VSHUFPS	VSHUFPS	2002	vshufps	appended	10
1909	VSM3MSG1	VSM3MSG1	888	vsm3msg1	existing	2
1910	VSM3MSG2	VSM3MSG2	889	vsm3msg2	existing	2
1911	VSM3RNDS2	VSM3RNDS2	890	vsm3rnds2	existing	2
1912	VSM4KEY4	VSM4KEY4	891	vsm4key4	existing	10
1913	VSM4RNDS4	VSM4RNDS4	892	vsm4rnds4	existing	10
1914	VSQRTBF16	VSQRTBF16	2003	vsqrtbf16	appended	6
1915	VSQRTPD	VSQRTPD	903	vsqrtpd	existing	11
1916	VSQRTPH	VSQRTPH	2004	vsqrtph	appended	7
1917	VSQRTPS	VSQRTPS	904	vsqrtps	existing	11
1918	VSQRTSD	VSQRTSD	905	vsqrtsd	existing	5
1919	VSQRTSH	VSQRTSH	2005	vsqrtsh	appended	3
1920	VSQRTSS	VSQRTSS	906	vsqrtss	existing	5
1921	VSTMXCSR	VSTMXCSR	2006	vstmxcsr	appended	1
1922	VSUBBF16	VSUBBF16	941	vsubbf16	existing	6
1923	VSUBPD	VSUBPD	615	vsubpd	existing	11
1924	VSUBPH	VSUBPH	2007	vsubph	appended	7
1925	VSUBPS	VSUBPS	614	vsubps	existing	11
1926	VSUBSD	VSUBSD	617	vsubsd	existing	5
1927	VSUBSH	VSUBSH	2008	vsubsh	appended	3
1928	VSUBSS	VSUBSS	616	vsubss	existing	5
1929	VTESTPD	VTESTPD	2009	vtestpd	appended	4
1930	VTESTPS	VTESTPS	2010	vtestps	appended	4
1931	VUCOMISD	VUCOMISD	2011	vucomisd	appended	5
1932	VUCOMISH	VUCOMISH	2012	vucomish	appended	3
1933	VUCOMISS	VUCOMISS	2013	vucomiss	appended	5
1934	VUCOMXSD	VUCOMXSD	2014	vucomxsd	appended	3
1935	VUCOMXSH	VUCOMXSH	2015	vucomxsh	appended	3
1936	VUCOMXSS	VUCOMXSS	2016	vucomxss	appended	3
1937	VUNPACKB	VUNPACKB	2017	vunpackb	appended	6
1938	VUNPCKHPD	VUNPCKHPD	2018	vunpckhpd	appended	10
1939	VUNPCKHPS	VUNPCKHPS	2019	vunpckhps	appended	10
1940	VUNPCKLPD	VUNPCKLPD	2020	vunpcklpd	appended	10
1941	VUNPCKLPS	VUNPCKLPS	2021	vunpcklps	appended	10
1942	VXORPD	VXORPD	641	vxorpd	existing	10
1943	VXORPS	VXORPS	640	vxorps	existing	10
1944	VZEROALL	VZEROALL	270	vzeroall	existing	1
1945	VZEROUPPER	VZEROUPPER	271	vzeroupper	existing	1
1946	WBINVD	WBINVD	205	wbinvd	existing	2
1947	WBNOINVD	WBNOINVD	924	wbnoinvd	existing	1
1948	WRFSBASE	WRFSBASE	1163	wrfsbase	existing	1
1949	WRGSBASE	WRGSBASE	1164	wrgsbase	existing	1
1950	WRMSR	WRMSR	206	wrmsr	existing	1
1951	WRMSRLIST	WRMSRLIST	2022	wrmsrlist	appended	1
1952	WRMSRNS	WRMSRNS	2023	wrmsrns	appended	3
1953	WRPKRU	WRPKRU	1166	wrpkru	existing	1
1954	WRSSD	WRSSD	836	wrssd	existing	2
1955	WRSSQ	WRSSQ	837	wrssq	existing	2
1956	WRUSSD	WRUSSD	838	wrussd	existing	2
1957	WRUSSQ	WRUSSQ	839	wrussq	existing	2
1958	XABORT	XABORT	740	xabort	existing	1
1959	XADD	XADD	207	xadd	existing	4
1960	XADD_LOCK	XADD_LOCK	2024	xadd_lock	appended	2
1961	XBEGIN	XBEGIN	739	xbegin	existing	1
1962	XCHG	XCHG	208	xchg	existing	9
1963	XEND	XEND	741	xend	existing	1
1964	XGETBV	XGETBV	1155	xgetbv	existing	1
1965	XLAT	XLAT	2025	xlat	appended	1
1966	XOR	XOR	210	xor	existing	106
1967	XORPD	XORPD	350	xorpd	existing	2
1968	XORPS	XORPS	292	xorps	existing	2
1969	XOR_LOCK	XOR_LOCK	2026	xor_lock	appended	6
1970	XRESLDTRK	XRESLDTRK	1178	xresldtrk	existing	1
1971	XRSTOR	XRSTOR	1145	xrstor	existing	1
1972	XRSTOR64	XRSTOR64	1146	xrstor64	existing	1
1973	XRSTORS	XRSTORS	1153	xrstors	existing	1
1974	XRSTORS64	XRSTORS64	1154	xrstors64	existing	1
1975	XSAVE	XSAVE	1143	xsave	existing	1
1976	XSAVE64	XSAVE64	1144	xsave64	existing	1
1977	XSAVEC	XSAVEC	1149	xsavec	existing	1
1978	XSAVEC64	XSAVEC64	1150	xsavec64	existing	1
1979	XSAVEOPT	XSAVEOPT	1147	xsaveopt	existing	1
1980	XSAVEOPT64	XSAVEOPT64	1148	xsaveopt64	existing	1
1981	XSAVES	XSAVES	1151	xsaves	existing	1
1982	XSAVES64	XSAVES64	1152	xsaves64	existing	1
1983	XSETBV	XSETBV	1156	xsetbv	existing	1
1984	XSTORE	XSTORE	2027	xstore	appended	1
1985	XSUSLDTRK	XSUSLDTRK	1177	xsusldtrk	existing	1
1986	XTEST	XTEST	742	xtest	existing	1
