xed_index	iclass	macro_token	name_id	formatter_mnemonic	allocation	record_count
967	UD1	UD1	269	ud1	existing	2
968	UD2	UD2	201	ud2	existing	1
969	UDB	UDB	224	udb	existing	1
970	UIRET	UIRET	1183	uiret	existing	1
971	UMONITOR	UMONITOR	840	umonitor	existing	1
972	UMWAIT	UMWAIT	841	umwait	existing	1
973	UNPCKHPD	UNPCKHPD	366	unpckhpd	existing	2
974	UNPCKHPS	UNPCKHPS	309	unpckhps	existing	2
975	UNPCKLPD	UNPCKLPD	365	unpcklpd	existing	2
976	UNPCKLPS	UNPCKLPS	308	unpcklps	existing	2
977	URDMSR	URDMSR	1466	urdmsr	appended	4
978	UWRMSR	UWRMSR	1467	uwrmsr	appended	4
979	V4FMADDPS	V4FMADDPS	1118	v4fmaddps	existing	1
980	V4FMADDSS	V4FMADDSS	1119	v4fmaddss	existing	1
981	V4FNMADDPS	V4FNMADDPS	1120	v4fnmaddps	existing	1
982	V4FNMADDSS	V4FNMADDSS	1121	v4fnmaddss	existing	1
983	VADDBF16	VADDBF16	939	vaddbf16	existing	6
984	VADDPD	VADDPD	611	vaddpd	existing	11
985	VADDPH	VADDPH	1468	vaddph	appended	7
986	VADDPS	VADDPS	610	vaddps	existing	11
987	VADDSD	VADDSD	613	vaddsd	existing	5
988	VADDSH	VADDSH	1469	vaddsh	appended	3
989	VADDSS	VADDSS	612	vaddss	existing	5
990	VADDSUBPD	VADDSUBPD	893	vaddsubpd	existing	4
991	VADDSUBPS	VADDSUBPS	894	vaddsubps	existing	4
992	VAESDEC	VAESDEC	798	vaesdec	existing	10
993	VAESDECLAST	VAESDECLAST	799	vaesdeclast	existing	10
994	VAESENC	VAESENC	735	vaesenc	existing	10
995	VAESENCLAST	VAESENCLAST	797	vaesenclast	existing	10
996	VAESIMC	VAESIMC	800	vaesimc	existing	2
997	VAESKEYGENASSIST	VAESKEYGENASSIST	801	vaeskeygenassist	existing	2
998	VALIGND	VALIGND	1470	valignd	appended	6
999	VALIGNQ	VALIGNQ	1471	valignq	appended	6
1000	VANDNPD	VANDNPD	637	vandnpd	existing	10
1001	VANDNPS	VANDNPS	636	vandnps	existing	10
1002	VANDPD	VANDPD	635	vandpd	existing	10
1003	VANDPS	VANDPS	634	vandps	existing	10
1004	VBCSTNEBF162PS	VBCSTNEBF162PS	1472	vbcstnebf162ps	appended	2
1005	VBCSTNESH2PS	VBCSTNESH2PS	1473	vbcstnesh2ps	appended	2
1006	VBLENDMPD	VBLENDMPD	1474	vblendmpd	appended	6
1007	VBLENDMPS	VBLENDMPS	1475	vblendmps	appended	6
1008	VBLENDPD	VBLENDPD	1476	vblendpd	appended	4
1009	VBLENDPS	VBLENDPS	1477	vblendps	appended	4
1010	VBLENDVPD	VBLENDVPD	1478	vblendvpd	appended	4
1011	VBLENDVPS	VBLENDVPS	1479	vblendvps	appended	4
1012	VBROADCASTF128	VBROADCASTF128	1480	vbroadcastf128	appended	1
1013	VBROADCASTF32X2	VBROADCASTF32X2	1481	vbroadcastf32x2	appended	4
1014	VBROADCASTF32X4	VBROADCASTF32X4	1482	vbroadcastf32x4	appended	2
1015	VBROADCASTF32X8	VBROADCASTF32X8	1483	vbroadcastf32x8	appended	1
1016	VBROADCASTF64X2	VBROADCASTF64X2	1484	vbroadcastf64x2	appended	2
1017	VBROADCASTF64X4	VBROADCASTF64X4	1485	vbroadcastf64x4	appended	1
1018	VBROADCASTI128	VBROADCASTI128	1486	vbroadcasti128	appended	1
1019	VBROADCASTI32X2	VBROADCASTI32X2	1487	vbroadcasti32x2	appended	6
1020	VBROADCASTI32X4	VBROADCASTI32X4	1488	vbroadcasti32x4	appended	2
1021	VBROADCASTI32X8	VBROADCASTI32X8	1489	vbroadcasti32x8	appended	1
1022	VBROADCASTI64X2	VBROADCASTI64X2	1490	vbroadcasti64x2	appended	2
1023	VBROADCASTI64X4	VBROADCASTI64X4	1491	vbroadcasti64x4	appended	1
1024	VBROADCASTSD	VBROADCASTSD	1492	vbroadcastsd	appended	6
1025	VBROADCASTSS	VBROADCASTSS	1493	vbroadcastss	appended	10
1026	VCMPBF16	VCMPBF16	1494	vcmpbf16	appended	6
1027	VCMPPD	VCMPPD	1495	vcmppd	appended	11
1028	VCMPPH	VCMPPH	1496	vcmpph	appended	7
1029	VCMPPS	VCMPPS	1497	vcmpps	appended	11
1030	VCMPSD	VCMPSD	1498	vcmpsd	appended	5
1031	VCMPSH	VCMPSH	1499	vcmpsh	appended	3
1032	VCMPSS	VCMPSS	1500	vcmpss	appended	5
1033	VCOMISBF16	VCOMISBF16	1501	vcomisbf16	appended	2
1034	VCOMISD	VCOMISD	1502	vcomisd	appended	5
1035	VCOMISH	VCOMISH	1503	vcomish	appended	3
1036	VCOMISS	VCOMISS	1504	vcomiss	appended	5
1037	VCOMPRESSPD	VCOMPRESSPD	1505	vcompresspd	appended	6
1038	VCOMPRESSPS	VCOMPRESSPS	1506	vcompressps	appended	6
1039	VCOMXSD	VCOMXSD	1507	vcomxsd	appended	3
1040	VCOMXSH	VCOMXSH	1508	vcomxsh	appended	3
1041	VCOMXSS	VCOMXSS	1509	vcomxss	appended	3
1042	VCVT2PH2BF8	VCVT2PH2BF8	1510	vcvt2ph2bf8	appended	6
1043	VCVT2PH2BF8S	VCVT2PH2BF8S	1511	vcvt2ph2bf8s	appended	6
1044	VCVT2PH2HF8	VCVT2PH2HF8	1512	vcvt2ph2hf8	appended	6
1045	VCVT2PH2HF8S	VCVT2PH2HF8S	1513	vcvt2ph2hf8s	appended	6
1046	VCVT2PS2PHX	VCVT2PS2PHX	1514	vcvt2ps2phx	appended	7
1047	VCVTBF162IBS	VCVTBF162IBS	1515	vcvtbf162ibs	appended	6
1048	VCVTBF162IUBS	VCVTBF162IUBS	1516	vcvtbf162iubs	appended	6
1049	VCVTBF42HF8	VCVTBF42HF8	1517	vcvtbf42hf8	appended	6
1050	VCVTBF62HF8	VCVTBF62HF8	1518	vcvtbf62hf8	appended	3
1051	VCVTBF82BF4S	VCVTBF82BF4S	1519	vcvtbf82bf4s	appended	6
1052	VCVTBF82BF6S	VCVTBF82BF6S	1520	vcvtbf82bf6s	appended	3
1053	VCVTBF82PS	VCVTBF82PS	1521	vcvtbf82ps	appended	6
1054	VCVTBIASPH2BF8	VCVTBIASPH2BF8	1522	vcvtbiasph2bf8	appended	6
1055	VCVTBIASPH2BF8S	VCVTBIASPH2BF8S	1523	vcvtbiasph2bf8s	appended	6
1056	VCVTBIASPH2HF8	VCVTBIASPH2HF8	1524	vcvtbiasph2hf8	appended	6
1057	VCVTBIASPH2HF8S	VCVTBIASPH2HF8S	1525	vcvtbiasph2hf8s	appended	6
1058	VCVTBIASPS2BF8	VCVTBIASPS2BF8	1526	vcvtbiasps2bf8	appended	6
1059	VCVTBIASPS2BF8S	VCVTBIASPS2BF8S	1527	vcvtbiasps2bf8s	appended	6
1060	VCVTBIASPS2HF8	VCVTBIASPS2HF8	1528	vcvtbiasps2hf8	appended	6
1061	VCVTBIASPS2HF8S	VCVTBIASPS2HF8S	1529	vcvtbiasps2hf8s	appended	6
1062	VCVTDQ2PD	VCVTDQ2PD	907	vcvtdq2pd	existing	11
1063	VCVTDQ2PH	VCVTDQ2PH	1530	vcvtdq2ph	appended	7
1064	VCVTDQ2PS	VCVTDQ2PS	908	vcvtdq2ps	existing	11
1065	VCVTHF62HF8	VCVTHF62HF8	1531	vcvthf62hf8	appended	3
1066	VCVTHF82BF4S	VCVTHF82BF4S	1532	vcvthf82bf4s	appended	6
1067	VCVTHF82HF6S	VCVTHF82HF6S	1533	vcvthf82hf6s	appended	3
1068	VCVTHF82PH	VCVTHF82PH	1534	vcvthf82ph	appended	6
1069	VCVTHF82PS	VCVTHF82PS	1535	vcvthf82ps	appended	6
1070	VCVTNE2PS2BF16	VCVTNE2PS2BF16	1536	vcvtne2ps2bf16	appended	6
1071	VCVTNEEBF162PS	VCVTNEEBF162PS	1537	vcvtneebf162ps	appended	2
1072	VCVTNEEPH2PS	VCVTNEEPH2PS	1538	vcvtneeph2ps	appended	2
1073	VCVTNEOBF162PS	VCVTNEOBF162PS	1539	vcvtneobf162ps	appended	2
1074	VCVTNEOPH2PS	VCVTNEOPH2PS	1540	vcvtneoph2ps	appended	2
1075	VCVTNEPS2BF16	VCVTNEPS2BF16	1541	vcvtneps2bf16	appended	10
1076	VCVTPD2DQ	VCVTPD2DQ	909	vcvtpd2dq	existing	11
1077	VCVTPD2PH	VCVTPD2PH	1542	vcvtpd2ph	appended	7
1078	VCVTPD2PS	VCVTPD2PS	911	vcvtpd2ps	existing	11
1079	VCVTPD2QQ	VCVTPD2QQ	1543	vcvtpd2qq	appended	7
1080	VCVTPD2UDQ	VCVTPD2UDQ	1544	vcvtpd2udq	appended	7
1081	VCVTPD2UQQ	VCVTPD2UQQ	1545	vcvtpd2uqq	appended	7
1082	VCVTPH2BF8	VCVTPH2BF8	1546	vcvtph2bf8	appended	6
1083	VCVTPH2BF8S	VCVTPH2BF8S	1547	vcvtph2bf8s	appended	6
1084	VCVTPH2DQ	VCVTPH2DQ	1548	vcvtph2dq	appended	7
1085	VCVTPH2HF8	VCVTPH2HF8	1549	vcvtph2hf8	appended	6
1086	VCVTPH2HF8S	VCVTPH2HF8S	1550	vcvtph2hf8s	appended	6
1087	VCVTPH2IBS	VCVTPH2IBS	1551	vcvtph2ibs	appended	7
1088	VCVTPH2IUBS	VCVTPH2IUBS	1552	vcvtph2iubs	appended	7
1089	VCVTPH2PD	VCVTPH2PD	1553	vcvtph2pd	appended	7
1090	VCVTPH2PS	VCVTPH2PS	697	vcvtph2ps	existing	11
1091	VCVTPH2PSX	VCVTPH2PSX	1554	vcvtph2psx	appended	7
1092	VCVTPH2QQ	VCVTPH2QQ	1555	vcvtph2qq	appended	7
1093	VCVTPH2UDQ	VCVTPH2UDQ	1556	vcvtph2udq	appended	7
1094	VCVTPH2UQQ	VCVTPH2UQQ	1557	vcvtph2uqq	appended	7
1095	VCVTPH2UW	VCVTPH2UW	1558	vcvtph2uw	appended	7
1096	VCVTPH2W	VCVTPH2W	1559	vcvtph2w	appended	7
1097	VCVTPS2BF8	VCVTPS2BF8	1560	vcvtps2bf8	appended	6
1098	VCVTPS2BF8S	VCVTPS2BF8S	1561	vcvtps2bf8s	appended	6
1099	VCVTPS2DQ	VCVTPS2DQ	912	vcvtps2dq	existing	11
1100	VCVTPS2HF8	VCVTPS2HF8	1562	vcvtps2hf8	appended	6
1101	VCVTPS2HF8S	VCVTPS2HF8S	1563	vcvtps2hf8s	appended	6
1102	VCVTPS2IBS	VCVTPS2IBS	1564	vcvtps2ibs	appended	7
1103	VCVTPS2IUBS	VCVTPS2IUBS	1565	vcvtps2iubs	appended	7
1104	VCVTPS2PD	VCVTPS2PD	914	vcvtps2pd	existing	11
1105	VCVTPS2PH	VCVTPS2PH	698	vcvtps2ph	existing	11
1106	VCVTPS2PHX	VCVTPS2PHX	1566	vcvtps2phx	appended	7
1107	VCVTPS2QQ	VCVTPS2QQ	1567	vcvtps2qq	appended	7
1108	VCVTPS2UDQ	VCVTPS2UDQ	1568	vcvtps2udq	appended	7
1109	VCVTPS2UQQ	VCVTPS2UQQ	1569	vcvtps2uqq	appended	7
1110	VCVTQQ2PD	VCVTQQ2PD	1570	vcvtqq2pd	appended	7
1111	VCVTQQ2PH	VCVTQQ2PH	1571	vcvtqq2ph	appended	7
1112	VCVTQQ2PS	VCVTQQ2PS	1572	vcvtqq2ps	appended	7
1113	VCVTROPS2HF8	VCVTROPS2HF8	1573	vcvtrops2hf8	appended	6
1114	VCVTROPS2HF8S	VCVTROPS2HF8S	1574	vcvtrops2hf8s	appended	6
1115	VCVTSD2SH	VCVTSD2SH	1575	vcvtsd2sh	appended	3
1116	VCVTSD2SI	VCVTSD2SI	1576	vcvtsd2si	appended	15
1117	VCVTSD2SS	VCVTSD2SS	915	vcvtsd2ss	existing	5
1118	VCVTSD2USI	VCVTSD2USI	1577	vcvtsd2usi	appended	9
1119	VCVTSH2SD	VCVTSH2SD	1578	vcvtsh2sd	appended	3
1120	VCVTSH2SI	VCVTSH2SI	1579	vcvtsh2si	appended	9
1121	VCVTSH2SS	VCVTSH2SS	1580	vcvtsh2ss	appended	3
1122	VCVTSH2USI	VCVTSH2USI	1581	vcvtsh2usi	appended	9
1123	VCVTSI2SD	VCVTSI2SD	1582	vcvtsi2sd	appended	13
1124	VCVTSI2SH	VCVTSI2SH	1583	vcvtsi2sh	appended	9
1125	VCVTSI2SS	VCVTSI2SS	1584	vcvtsi2ss	appended	15
1126	VCVTSS2SD	VCVTSS2SD	916	vcvtss2sd	existing	5
1127	VCVTSS2SH	VCVTSS2SH	1585	vcvtss2sh	appended	3
1128	VCVTSS2SI	VCVTSS2SI	1586	vcvtss2si	appended	15
1129	VCVTSS2USI	VCVTSS2USI	1587	vcvtss2usi	appended	9
1130	VCVTTBF162IBS	VCVTTBF162IBS	1588	vcvttbf162ibs	appended	7
1131	VCVTTBF162IUBS	VCVTTBF162IUBS	1589	vcvttbf162iubs	appended	7
1132	VCVTTPD2DQ	VCVTTPD2DQ	910	vcvttpd2dq	existing	11
1133	VCVTTPD2DQS	VCVTTPD2DQS	1590	vcvttpd2dqs	appended	7
1134	VCVTTPD2QQ	VCVTTPD2QQ	1591	vcvttpd2qq	appended	7
1135	VCVTTPD2QQS	VCVTTPD2QQS	1592	vcvttpd2qqs	appended	7
1136	VCVTTPD2UDQ	VCVTTPD2UDQ	1593	vcvttpd2udq	appended	7
1137	VCVTTPD2UDQS	VCVTTPD2UDQS	1594	vcvttpd2udqs	appended	7
1138	VCVTTPD2UQQ	VCVTTPD2UQQ	1595	vcvttpd2uqq	appended	7
1139	VCVTTPD2UQQS	VCVTTPD2UQQS	1596	vcvttpd2uqqs	appended	7
1140	VCVTTPH2DQ	VCVTTPH2DQ	1597	vcvttph2dq	appended	7
1141	VCVTTPH2IBS	VCVTTPH2IBS	1598	vcvttph2ibs	appended	7
1142	VCVTTPH2IUBS	VCVTTPH2IUBS	1599	vcvttph2iubs	appended	7
1143	VCVTTPH2QQ	VCVTTPH2QQ	1600	vcvttph2qq	appended	7
1144	VCVTTPH2UDQ	VCVTTPH2UDQ	1601	vcvttph2udq	appended	7
1145	VCVTTPH2UQQ	VCVTTPH2UQQ	1602	vcvttph2uqq	appended	7
1146	VCVTTPH2UW	VCVTTPH2UW	1603	vcvttph2uw	appended	7
1147	VCVTTPH2W	VCVTTPH2W	1604	vcvttph2w	appended	7
1148	VCVTTPS2DQ	VCVTTPS2DQ	913	vcvttps2dq	existing	11
1149	VCVTTPS2DQS	VCVTTPS2DQS	1605	vcvttps2dqs	appended	7
1150	VCVTTPS2IBS	VCVTTPS2IBS	1606	vcvttps2ibs	appended	7
1151	VCVTTPS2IUBS	VCVTTPS2IUBS	1607	vcvttps2iubs	appended	7
1152	VCVTTPS2QQ	VCVTTPS2QQ	1608	vcvttps2qq	appended	7
1153	VCVTTPS2QQS	VCVTTPS2QQS	1609	vcvttps2qqs	appended	7
1154	VCVTTPS2UDQ	VCVTTPS2UDQ	1610	vcvttps2udq	appended	7
1155	VCVTTPS2UDQS	VCVTTPS2UDQS	1611	vcvttps2udqs	appended	7
1156	VCVTTPS2UQQ	VCVTTPS2UQQ	1612	vcvttps2uqq	appended	7
1157	VCVTTPS2UQQS	VCVTTPS2UQQS	1613	vcvttps2uqqs	appended	7
1158	VCVTTSD2SI	VCVTTSD2SI	1614	vcvttsd2si	appended	15
1159	VCVTTSD2SIS	VCVTTSD2SIS	1615	vcvttsd2sis	appended	9
1160	VCVTTSD2USI	VCVTTSD2USI	1616	vcvttsd2usi	appended	9
1161	VCVTTSD2USIS	VCVTTSD2USIS	1617	vcvttsd2usis	appended	9
1162	VCVTTSH2SI	VCVTTSH2SI	1618	vcvttsh2si	appended	9
1163	VCVTTSH2USI	VCVTTSH2USI	1619	vcvttsh2usi	appended	9
1164	VCVTTSS2SI	VCVTTSS2SI	1620	vcvttss2si	appended	15
1165	VCVTTSS2SIS	VCVTTSS2SIS	1621	vcvttss2sis	appended	9
1166	VCVTTSS2USI	VCVTTSS2USI	1622	vcvttss2usi	appended	9
1167	VCVTTSS2USIS	VCVTTSS2USIS	1623	vcvttss2usis	appended	9
1168	VCVTUDQ2PD	VCVTUDQ2PD	1624	vcvtudq2pd	appended	7
1169	VCVTUDQ2PH	VCVTUDQ2PH	1625	vcvtudq2ph	appended	7
1170	VCVTUDQ2PS	VCVTUDQ2PS	1626	vcvtudq2ps	appended	7
1171	VCVTUQQ2PD	VCVTUQQ2PD	1627	vcvtuqq2pd	appended	7
1172	VCVTUQQ2PH	VCVTUQQ2PH	1628	vcvtuqq2ph	appended	7
1173	VCVTUQQ2PS	VCVTUQQ2PS	1629	vcvtuqq2ps	appended	7
1174	VCVTUSI2SD	VCVTUSI2SD	1630	vcvtusi2sd	appended	7
1175	VCVTUSI2SH	VCVTUSI2SH	1631	vcvtusi2sh	appended	9
1176	VCVTUSI2SS	VCVTUSI2SS	1632	vcvtusi2ss	appended	9
1177	VCVTUW2PH	VCVTUW2PH	1633	vcvtuw2ph	appended	7
1178	VCVTW2PH	VCVTW2PH	1634	vcvtw2ph	appended	7
1179	VDBPSADBW	VDBPSADBW	1635	vdbpsadbw	appended	6
1180	VDIVBF16	VDIVBF16	942	vdivbf16	existing	6
1181	VDIVPD	VDIVPD	623	vdivpd	existing	11
1182	VDIVPH	VDIVPH	1636	vdivph	appended	7
1183	VDIVPS	VDIVPS	622	vdivps	existing	11
1184	VDIVSD	VDIVSD	625	vdivsd	existing	5
1185	VDIVSH	VDIVSH	1637	vdivsh	appended	3
1186	VDIVSS	VDIVSS	624	vdivss	existing	5
1187	VDPBF16PS	VDPBF16PS	1638	vdpbf16ps	appended	6
1188	VDPPD	VDPPD	1639	vdppd	appended	2
1189	VDPPHPS	VDPPHPS	1640	vdpphps	appended	6
1190	VDPPS	VDPPS	1641	vdpps	appended	4
1191	VERR	VERR	202	verr	existing	2
1192	VERW	VERW	203	verw	existing	2
1193	VEXP2PD	VEXP2PD	1642	vexp2pd	appended	3
1194	VEXP2PS	VEXP2PS	1643	vexp2ps	appended	3
1195	VEXPANDPD	VEXPANDPD	1644	vexpandpd	appended	6
1196	VEXPANDPS	VEXPANDPS	1645	vexpandps	appended	6
1197	VEXTRACTF128	VEXTRACTF128	1646	vextractf128	appended	2
1198	VEXTRACTF32X4	VEXTRACTF32X4	1647	vextractf32x4	appended	4
1199	VEXTRACTF32X8	VEXTRACTF32X8	1648	vextractf32x8	appended	2
1200	VEXTRACTF64X2	VEXTRACTF64X2	1649	vextractf64x2	appended	4
1201	VEXTRACTF64X4	VEXTRACTF64X4	1650	vextractf64x4	appended	2
1202	VEXTRACTI128	VEXTRACTI128	1651	vextracti128	appended	2
1203	VEXTRACTI32X4	VEXTRACTI32X4	1652	vextracti32x4	appended	4
1204	VEXTRACTI32X8	VEXTRACTI32X8	1653	vextracti32x8	appended	2
1205	VEXTRACTI64X2	VEXTRACTI64X2	1654	vextracti64x2	appended	4
1206	VEXTRACTI64X4	VEXTRACTI64X4	1655	vextracti64x4	appended	2
1207	VEXTRACTPS	VEXTRACTPS	1656	vextractps	appended	4
1208	VFCMADDCPH	VFCMADDCPH	1657	vfcmaddcph	appended	7
1209	VFCMADDCSH	VFCMADDCSH	1658	vfcmaddcsh	appended	3
1210	VFCMULCPH	VFCMULCPH	1659	vfcmulcph	appended	7
1211	VFCMULCSH	VFCMULCSH	1660	vfcmulcsh	appended	3
1212	VFIXUPIMMPD	VFIXUPIMMPD	1661	vfixupimmpd	appended	7
1213	VFIXUPIMMPS	VFIXUPIMMPS	1662	vfixupimmps	appended	7
1214	VFIXUPIMMSD	VFIXUPIMMSD	1663	vfixupimmsd	appended	3
1215	VFIXUPIMMSS	VFIXUPIMMSS	1664	vfixupimmss	appended	3
1216	VFMADD132BF16	VFMADD132BF16	1665	vfmadd132bf16	appended	6
1217	VFMADD132PD	VFMADD132PD	702	vfmadd132pd	existing	11
1218	VFMADD132PH	VFMADD132PH	1666	vfmadd132ph	appended	7
1219	VFMADD132PS	VFMADD132PS	699	vfmadd132ps	existing	11
1220	VFMADD132SD	VFMADD132SD	704	vfmadd132sd	existing	5
1221	VFMADD132SH	VFMADD132SH	1667	vfmadd132sh	appended	3
1222	VFMADD132SS	VFMADD132SS	703	vfmadd132ss	existing	5
1223	VFMADD213BF16	VFMADD213BF16	1668	vfmadd213bf16	appended	6
1224	VFMADD213PD	VFMADD213PD	743	vfmadd213pd	existing	11
1225	VFMADD213PH	VFMADD213PH	1669	vfmadd213ph	appended	7
1226	VFMADD213PS	VFMADD213PS	700	vfmadd213ps	existing	11
1227	VFMADD213SD	VFMADD213SD	746	vfmadd213sd	existing	5
1228	VFMADD213SH	VFMADD213SH	1670	vfmadd213sh	appended	3
1229	VFMADD213SS	VFMADD213SS	745	vfmadd213ss	existing	5
1230	VFMADD231BF16	VFMADD231BF16	1671	vfmadd231bf16	appended	6
1231	VFMADD231PD	VFMADD231PD	744	vfmadd231pd	existing	11
1232	VFMADD231PH	VFMADD231PH	1672	vfmadd231ph	appended	7
1233	VFMADD231PS	VFMADD231PS	701	vfmadd231ps	existing	11
1234	VFMADD231SD	VFMADD231SD	748	vfmadd231sd	existing	5
1235	VFMADD231SH	VFMADD231SH	1673	vfmadd231sh	appended	3
1236	VFMADD231SS	VFMADD231SS	747	vfmadd231ss	existing	5
1237	VFMADDCPH	VFMADDCPH	1674	vfmaddcph	appended	7
1238	VFMADDCSH	VFMADDCSH	1675	vfmaddcsh	appended	3
1239	VFMADDPD	VFMADDPD	711	vfmaddpd	existing	8
1240	VFMADDPS	VFMADDPS	710	vfmaddps	existing	8
1241	VFMADDSD	VFMADDSD	713	vfmaddsd	existing	4
1242	VFMADDSS	VFMADDSS	712	vfmaddss	existing	4
1243	VFMADDSUB132PD	VFMADDSUB132PD	750	vfmaddsub132pd	existing	11
1244	VFMADDSUB132PH	VFMADDSUB132PH	1676	vfmaddsub132ph	appended	7
1245	VFMADDSUB132PS	VFMADDSUB132PS	749	vfmaddsub132ps	existing	11
1246	VFMADDSUB213PD	VFMADDSUB213PD	752	vfmaddsub213pd	existing	11
1247	VFMADDSUB213PH	VFMADDSUB213PH	1677	vfmaddsub213ph	appended	7
1248	VFMADDSUB213PS	VFMADDSUB213PS	751	vfmaddsub213ps	existing	11
1249	VFMADDSUB231PD	VFMADDSUB231PD	754	vfmaddsub231pd	existing	11
1250	VFMADDSUB231PH	VFMADDSUB231PH	1678	vfmaddsub231ph	appended	7
1251	VFMADDSUB231PS	VFMADDSUB231PS	753	vfmaddsub231ps	existing	11
1252	VFMADDSUBPD	VFMADDSUBPD	805	vfmaddsubpd	existing	8
1253	VFMADDSUBPS	VFMADDSUBPS	804	vfmaddsubps	existing	8
1254	VFMSUB132BF16	VFMSUB132BF16	1679	vfmsub132bf16	appended	6
1255	VFMSUB132PD	VFMSUB132PD	762	vfmsub132pd	existing	11
1256	VFMSUB132PH	VFMSUB132PH	1680	vfmsub132ph	appended	7
1257	VFMSUB132PS	VFMSUB132PS	761	vfmsub132ps	existing	11
1258	VFMSUB132SD	VFMSUB132SD	764	vfmsub132sd	existing	5
1259	VFMSUB132SH	VFMSUB132SH	1681	vfmsub132sh	appended	3
1260	VFMSUB132SS	VFMSUB132SS	763	vfmsub132ss	existing	5
1261	VFMSUB213BF16	VFMSUB213BF16	1682	vfmsub213bf16	appended	6
1262	VFMSUB213PD	VFMSUB213PD	766	vfmsub213pd	existing	11
1263	VFMSUB213PH	VFMSUB213PH	1683	vfmsub213ph	appended	7
1264	VFMSUB213PS	VFMSUB213PS	765	vfmsub213ps	existing	11
1265	VFMSUB213SD	VFMSUB213SD	768	vfmsub213sd	existing	5
1266	VFMSUB213SH	VFMSUB213SH	1684	vfmsub213sh	appended	3
1267	VFMSUB213SS	VFMSUB213SS	767	vfmsub213ss	existing	5
1268	VFMSUB231BF16	VFMSUB231BF16	1685	vfmsub231bf16	appended	6
1269	VFMSUB231PD	VFMSUB231PD	770	vfmsub231pd	existing	11
1270	VFMSUB231PH	VFMSUB231PH	1686	vfmsub231ph	appended	7
1271	VFMSUB231PS	VFMSUB231PS	769	vfmsub231ps	existing	11
1272	VFMSUB231SD	VFMSUB231SD	772	vfmsub231sd	existing	5
1273	VFMSUB231SH	VFMSUB231SH	1687	vfmsub231sh	appended	3
1274	VFMSUB231SS	VFMSUB231SS	771	vfmsub231ss	existing	5
1275	VFMSUBADD132PD	VFMSUBADD132PD	756	vfmsubadd132pd	existing	11
1276	VFMSUBADD132PH	VFMSUBADD132PH	1688	vfmsubadd132ph	appended	7
1277	VFMSUBADD132PS	VFMSUBADD132PS	755	vfmsubadd132ps	existing	11
1278	VFMSUBADD213PD	VFMSUBADD213PD	758	vfmsubadd213pd	existing	11
1279	VFMSUBADD213PH	VFMSUBADD213PH	1689	vfmsubadd213ph	appended	7
1280	VFMSUBADD213PS	VFMSUBADD213PS	757	vfmsubadd213ps	existing	11
1281	VFMSUBADD231PD	VFMSUBADD231PD	760	vfmsubadd231pd	existing	11
1282	VFMSUBADD231PH	VFMSUBADD231PH	1690	vfmsubadd231ph	appended	7
1283	VFMSUBADD231PS	VFMSUBADD231PS	759	vfmsubadd231ps	existing	11
1284	VFMSUBADDPD	VFMSUBADDPD	807	vfmsubaddpd	existing	8
1285	VFMSUBADDPS	VFMSUBADDPS	806	vfmsubaddps	existing	8
1286	VFMSUBPD	VFMSUBPD	809	vfmsubpd	existing	8
1287	VFMSUBPS	VFMSUBPS	808	vfmsubps	existing	8
1288	VFMSUBSD	VFMSUBSD	811	vfmsubsd	existing	4
1289	VFMSUBSS	VFMSUBSS	810	vfmsubss	existing	4
1290	VFMULCPH	VFMULCPH	1691	vfmulcph	appended	7
1291	VFMULCSH	VFMULCSH	1692	vfmulcsh	appended	3
1292	VFNMADD132BF16	VFNMADD132BF16	1693	vfnmadd132bf16	appended	6
1293	VFNMADD132PD	VFNMADD132PD	774	vfnmadd132pd	existing	11
1294	VFNMADD132PH	VFNMADD132PH	1694	vfnmadd132ph	appended	7
1295	VFNMADD132PS	VFNMADD132PS	773	vfnmadd132ps	existing	11
1296	VFNMADD132SD	VFNMADD132SD	776	vfnmadd132sd	existing	5
1297	VFNMADD132SH	VFNMADD132SH	1695	vfnmadd132sh	appended	3
1298	VFNMADD132SS	VFNMADD132SS	775	vfnmadd132ss	existing	5
1299	VFNMADD213BF16	VFNMADD213BF16	1696	vfnmadd213bf16	appended	6
1300	VFNMADD213PD	VFNMADD213PD	778	vfnmadd213pd	existing	11
1301	VFNMADD213PH	VFNMADD213PH	1697	vfnmadd213ph	appended	7
1302	VFNMADD213PS	VFNMADD213PS	777	vfnmadd213ps	existing	11
1303	VFNMADD213SD	VFNMADD213SD	780	vfnmadd213sd	existing	5
1304	VFNMADD213SH	VFNMADD213SH	1698	vfnmadd213sh	appended	3
1305	VFNMADD213SS	VFNMADD213SS	779	vfnmadd213ss	existing	5
1306	VFNMADD231BF16	VFNMADD231BF16	1699	vfnmadd231bf16	appended	6
1307	VFNMADD231PD	VFNMADD231PD	782	vfnmadd231pd	existing	11
1308	VFNMADD231PH	VFNMADD231PH	1700	vfnmadd231ph	appended	7
1309	VFNMADD231PS	VFNMADD231PS	781	vfnmadd231ps	existing	11
1310	VFNMADD231SD	VFNMADD231SD	784	vfnmadd231sd	existing	5
1311	VFNMADD231SH	VFNMADD231SH	1701	vfnmadd231sh	appended	3
1312	VFNMADD231SS	VFNMADD231SS	783	vfnmadd231ss	existing	5
1313	VFNMADDPD	VFNMADDPD	813	vfnmaddpd	existing	8
1314	VFNMADDPS	VFNMADDPS	812	vfnmaddps	existing	8
