descriptor_index	iform_id	iclass_id	encoding_space	map	opcode	opcode_hex	iclass	iform	isa_set	extension	category	pattern	pattern_digest	attributes	mode	easz	eosz	prefix	has_modrm	mod_required	reg_required	rm_required	partial_opcode	rexw	rex2	evex_pp	u_bit	vl	nd	nf	undocumented	cpuid_digest	operand_digest	record_digest	source_order
6051	7818	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] BCRC=0 MODRM() VL=0 REXW=1 SKIP_OSZ=1 ESIZE_16_BITS() NELEM_FULLMEM()	6a583c77439aa7085509c41669c45bedf163768ff33fb986a5b7525770a33b64	DISP8_FULLMEM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	9ddf6c08d440408c0447ea9724f7c04d42de1f55b13f8be0d85e9547ece05ece	0c3301f91fc25ebe89f549e62c7d50ae51c38500cf9b290fdb21a2ff710506df	8468
6052	7819	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=0 REXW=1 SKIP_OSZ=1	ca7cee260c8f1a758c3355cd6bbb4170804929689864ef21c7d8627b40e153b6	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	00c59504da3ce7d47359ecf20aec0975a4b7bf4fee6017c2f29f584c65db153f	af6e563603be1015813a9cc30fae80a8ecf3865e1bcbf3f3403afa285e6e184b	8467
6053	7820	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] BCRC=0 MODRM() VL=1 REXW=1 SKIP_OSZ=1 ESIZE_16_BITS() NELEM_FULLMEM()	f41e1beb661f325a8c807b58d4340c35824984001406fd2c8cb0f0434de21e5d	DISP8_FULLMEM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	e27f5701ac47a537377f1fec2abad330e0ba933eac0e2ab8af4367820392854a	395f58d7a6e5740e08f274ffa6f6d4056fb123d9cddf38d2a5fa7f1f4080ba68	8470
6054	7821	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=1 REXW=1 SKIP_OSZ=1	3679b36de817bf9000ffdf328dc2802b8003b3e68e8528947884f4fb1f4b4e61	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	77271ef190adbb783a47aba3c2d91d15b2e16d1460aef2cfb3d6742f5ddab26a	e41fc7d7ff3f9c1179b5de4a44d33fbef941d213ccd8e171318661bc79c475fd	8469
6055	7822	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] BCRC=0 MODRM() VL=2 REXW=1 SKIP_OSZ=1 ESIZE_16_BITS() NELEM_FULLMEM()	75f0f7ad285f39e0f669ffde598bf959272bc3c80e18345b915af8848159cc4d	DISP8_FULLMEM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	3a24ee0d9d4dead8a1fc21616e36a186f8b30783fa43b74df3476bef9347ac80	4a3a6de7edcccdaa54cde4710482dd7fbfc6045d0055037ff89e0fa46d737bdf	8472
6056	7823	1068	evex	2	112	0x70	VPSHLDVW	VPSHLDVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x70 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=2 REXW=1 SKIP_OSZ=1	dc0e52990575172a214d8fcced2a26cf2c04e72160f024c0f049e97c139faf6c	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	6e29afd3d8a545e6d54b4f1fcb11b5dfb28c7beea4e674b757da9528779c8618	6ec04a26ace27312a7905539b713fffb0fb3ba28510da6b5b99d325638deaff8	8471
6057	7806	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=0 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	392b36af9aa319a02a952b8071283da9d344b7c9d07472f14d9e19840e21919f	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	2a9e2c56d24589c2a70506e23adb3724e645f7037aef605dc8f3a73065dedb15	70ae8ad290a75e1180fbbebc357436c9c2d9e0aa1934ce31f272e586d835a4a7	8456
6058	7807	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=0 REXW=0 SKIP_OSZ=1	91cc94bb75dc5fdae68fe74c7e2c46262d4413de7557e7b3082f42f5eb1a1a47	MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	c1704729eb158ba4908e182c3714c1278fe7d72ae3119d06670927d2ceb5af31	16cd05b3407a262fd40754c633b12011ff9f47fbaad937fc17439f6dd8f6f5e4	8455
6059	7808	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=1 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	7e824b22c48ae3cb4aefd800f1a97c5b32e4eb38b1343fbab1017e7329a60cc7	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	8cac2b4ead6c5682576b41206733062d2aa2f30eb27f7fe89f62090b5fca9d93	1f541049dd64ceacb16cbdba10f7081f265f05cd0acfea8b88bee4143c526fb6	8458
6060	7809	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=1 REXW=0 SKIP_OSZ=1	f5864c1e7ec7a36df3060bbf0a197718b757d7e9d830818a12d7998755ae727d	MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	4788fa828ed0cce960a21a5e74ee3e6fda13010cb9ea2910b5ddb8a97ccedc72	256172981bcef03857a04a1252199f4ee74c63ef06f13b85779ed506d8e24851	8457
6061	7810	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=2 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	9c05ed988937a1e5961e15213b28f5914ffe0fa918e1a677b587eb53a411288c	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	2bbbdfe1686108af8503899513e1c990110dc1d43131973a8743e09e656db720	17338ebb2cce4b1dfcca59a97ea406825510988f09761808c38bbd9b1694e1e9	8460
6062	7811	1069	evex	2	113	0x71	VPSHLDVD	VPSHLDVD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=2 REXW=0 SKIP_OSZ=1	e6322a707c1092e4ab2f665ae60ab5ff29c83b0336376f8a20cce468a637d1fd	MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	05a72612437e6555e666fbc3da6b9e3b57680568c8902324e0195cecc3d11a1f	c8c22168b4e68fe85b221d27d3a5e50216fcb0f7ce290f06675a375edd3831a4	8459
6063	7812	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=0 REXW=1 SKIP_OSZ=1 ESIZE_64_BITS() NELEM_FULL()	e7c7b0655d1ffb96d5bd7ac9c6c4ada099d637c560b716bb655c80d8b0cd40a9	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	4737fad99dc07023fae2f354a68bd40209a56a8a4f1ddef918686fe99db5bb71	3b012c6eeff06df31306194bf72cc94b702b027176a17484ec214b13edbe8c10	8462
6064	7813	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512	AVX512_VBMI2_128	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=0 REXW=1 SKIP_OSZ=1	3820697111c86c263cee37a73998783ad804afa4f865b4f6f03a0ca9931b5496	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	128	0	0	False	b447edbd2d28984505c7625dc7ac787abcdaf7079a55c9b0b86ff74b60bd28ec	3db78501f3f6f91e68cdcfded3c095d4d34270152adc292c0118b854bb07ac67	e54e7bd1f2d8173e13eab142cb4f3f260d9cb988d16d2a46bbf6f450b2054b50	8461
6065	7814	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=1 REXW=1 SKIP_OSZ=1 ESIZE_64_BITS() NELEM_FULL()	6b9bdfe4a7b0e9b240c5d33ba8977d3bf08e48537ebd711a835e477021faf5c7	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	c130792e9089abde1926e4c26f7a1cb6bee0b78e62d0bbb2297578cca19fd9aa	461d8ad3c294dbb98b19500c1472c04ddf4f7079ff102182349689ae4b189f70	8464
6066	7815	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512	AVX512_VBMI2_256	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=1 REXW=1 SKIP_OSZ=1	57115fa4c67caca0e71f409461fbecb786b9e8ccd5e0d5147fda88ccdcf5e539	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	256	0	0	False	f32b8f86b0ee33c38c1e9a10b0b65b3d65622e76e2019d8273620c4cd656c80b	c0810e8ce7af67f6ab005b69da1c58569d19ca349367d68479460e352d372ef3	1044d096a84b57ec347709af785cd754387950bcdd219c45e4371f23b0955d57	8463
6067	7816	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=2 REXW=1 SKIP_OSZ=1 ESIZE_64_BITS() NELEM_FULL()	986cdf22824333e050ed80bc91f45f107ecb77b4370c5f140a22440a405f70e1	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	1	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	471e3b2f3e2f88def055f8696732622adccacd7069752a307e0c52f9146988d9	09ae9115ae01280df3012561dc3b4cad49e2749bdd08fd67fe0149f13b94c0b9	8466
6068	7817	1070	evex	2	113	0x71	VPSHLDVQ	VPSHLDVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512	AVX512_VBMI2_512	AVX512EVEX	VBMI2	VEXVALID=2 0x71 VEX_PREFIX=1 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=2 REXW=1 SKIP_OSZ=1	5f516f997c428055217cb61c7eb0038f21061239c055c5a4a1c7381ff773513e	MASKOP_EVEX	16,32,64			66	True	3			False	1	PROHIBITED	1	1	512	0	0	False	4b2b90d3cc9c3802970f39b6e0a12b07d74c0655365de1ec0a6079298e5dc923	91531bfe016544ba5d0b549eba9e959eae51b0d5bbe4c9dbde83ede4d8fb8aa6	e5744ff7ad12c5af87765d29dfa0fba63077636da04e8ca981fff2514c9c6a9d	8465
6069	3819	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_XMMbf16_MASKmskw_XMMf32_MEMf32_AVX512_VL128	AVX512_BF16_128	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=0 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	3c235b9beb4ccec82b0b8b930c2a1c76ea16ed18e4be07d238e3c284f8493c51	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX	16,32,64			F2	True	0,1,2			False	0	PROHIBITED	2	1	128	0	0	False	8a8ff6440d083248a51b6189e968611f724b75c59da6c3e7fae3116afa319dc6	ed63556d5a5496067a095c082895f4e3a565c5cf7637ae38e83dc855a1ce4644	23b7bd6efec72e4fe91782e22f496f0b84b92b9a2c3d5b4ba61c7528c48fd5fb	8271
6070	3820	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_XMMbf16_MASKmskw_XMMf32_XMMf32_AVX512	AVX512_BF16_128	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=0 REXW=0 SKIP_OSZ=1	484a789115903e92acf25a688e89d2bd46081d9b9e346d8868335b44132442b6	MASKOP_EVEX	16,32,64			F2	True	3			False	0	PROHIBITED	2	1	128	0	0	False	8a8ff6440d083248a51b6189e968611f724b75c59da6c3e7fae3116afa319dc6	153e8d2ec07413af43172368e3318a76b867c6107d5eefe38159b8b74d9d590e	56eb00d37a47077e994a40f240e008b047b4ea5e7c69d80180f335e2afe75b57	8270
6071	3821	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_YMMbf16_MASKmskw_YMMf32_MEMf32_AVX512_VL256	AVX512_BF16_256	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=1 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	a4ba67bcc06a8c344d53c5e916133243e5e2b5b9a37f7e1013b1fce24f304f11	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX	16,32,64			F2	True	0,1,2			False	0	PROHIBITED	2	1	256	0	0	False	9eeb8152a42fd81e43149ab7e23de914ed375ae2fbf8c2852ee11b8bd309a2bc	a54b165fbc609f7ed2ee7c8c88739e939e3e9ae4a18471351d85f8552d2daee1	2a817023e01d4b782fc58bb0b70850bd0ef2b0c7ca43bb8b37217cc8cd13e5c6	8273
6072	3822	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_YMMbf16_MASKmskw_YMMf32_YMMf32_AVX512	AVX512_BF16_256	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=1 REXW=0 SKIP_OSZ=1	d2c6fef3933cc1c5ae83df0b91043835c4ccbd1c8e6772af1bb754c0805372c4	MASKOP_EVEX	16,32,64			F2	True	3			False	0	PROHIBITED	2	1	256	0	0	False	9eeb8152a42fd81e43149ab7e23de914ed375ae2fbf8c2852ee11b8bd309a2bc	efe60aa0324ce295d97107dadd550c39b27576b3fad2fb667668862a601af918	9af92d7c0ecc69ea5249a7ca101392bba15c49bcf96ec5a10ab8343f8b120f6d	8272
6073	3823	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_ZMMbf16_MASKmskw_ZMMf32_MEMf32_AVX512_VL512	AVX512_BF16_512	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=2 REXW=0 SKIP_OSZ=1 ESIZE_32_BITS() NELEM_FULL()	d072be00f7ba9b0994a081748beb6d37f4885e24419fad9b5d620b560b83a675	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX	16,32,64			F2	True	0,1,2			False	0	PROHIBITED	2	1	512	0	0	False	d57b89717095e670a8d0d821c7f056679b7a54daf718b6d57e2987b865fc496e	2e4b04638c9d771a997d60a27e584fa68565d2b3b5cffa9d7c29df9fc85ee2b4	7cb73f92cedd7b96ce8cab25d7d5483b00a32a81e5807af2241bc809d7b57bcb	8275
6074	3824	1536	evex	2	114	0x72	VCVTNE2PS2BF16	VCVTNE2PS2BF16_ZMMbf16_MASKmskw_ZMMf32_ZMMf32_AVX512	AVX512_BF16_512	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=2 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=2 REXW=0 SKIP_OSZ=1	f378c75fc60894567d864803e9417eb667b92c25c0fce8ecb4b37851c6a841aa	MASKOP_EVEX	16,32,64			F2	True	3			False	0	PROHIBITED	2	1	512	0	0	False	d57b89717095e670a8d0d821c7f056679b7a54daf718b6d57e2987b865fc496e	1db4f6e8523476e2afb961133ed8a11b7baafff3fdf35008349c4eae424dc735	0d1e4f4e51100e77e3298ae353c9649733af713ba6b22dfd2a8df3a64370c42c	8274
6075	3833	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_XMMbf16_MASKmskw_MEMf32_AVX512_VL128	AVX512_BF16_128	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=0 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_32_BITS() NELEM_FULL()	ed085fc1d3156b3b77ea019f60cbeb9358af519e01ba586d82b8aea304f829fe	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			F3	True	0,1,2			False	0	PROHIBITED	3	1	128	0	0	False	8a8ff6440d083248a51b6189e968611f724b75c59da6c3e7fae3116afa319dc6	cb108fa2b74e1e1d777d99c0fffb6e26f55a9fcefefac18b43c45dbafa6d1b1b	dc317c8f38406df37c488012a0d17ba7dc9f1a40994fc1598b0dfef3c33be05e	8277
6076	3834	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_XMMbf16_MASKmskw_MEMf32_AVX512_VL256	AVX512_BF16_256	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=1 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_32_BITS() NELEM_FULL()	d06c1fb4b563c661e0191eef92b725ec1b1a0fecd3a5155f4e998920c8aff4f4	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			F3	True	0,1,2			False	0	PROHIBITED	3	1	256	0	0	False	9eeb8152a42fd81e43149ab7e23de914ed375ae2fbf8c2852ee11b8bd309a2bc	cb108fa2b74e1e1d777d99c0fffb6e26f55a9fcefefac18b43c45dbafa6d1b1b	738ec473a5312a11502f5a461be733e6911aab9790f179f3b2bd0b6bbfb9cca6	8279
6077	3835	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_XMMbf16_MASKmskw_XMMf32_AVX512	AVX512_BF16_128	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=0 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	04fcfb7ec666697e03f8dd5ca45540f61776286090b933a274109ee5b0a8621c	MASKOP_EVEX	16,32,64			F3	True	3			False	0	PROHIBITED	3	1	128	0	0	False	8a8ff6440d083248a51b6189e968611f724b75c59da6c3e7fae3116afa319dc6	6cc9b7f36629359db4c3ca636bb6e220a341932f2c6abe797ffc7bd40c278f81	6d2446182ae249a0866090af288802efe19f4922c4c48caf22e1a3390033e433	8276
6078	3836	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_XMMbf16_MASKmskw_YMMf32_AVX512	AVX512_BF16_256	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=1 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	fc4ae7c8deff7bb058876536c309d25b9e07c4088c954f51bb155a7ea7f578a1	MASKOP_EVEX	16,32,64			F3	True	3			False	0	PROHIBITED	3	1	256	0	0	False	9eeb8152a42fd81e43149ab7e23de914ed375ae2fbf8c2852ee11b8bd309a2bc	a1dab6f583614f1a35b71c8090255640604216a2f01854d28b514e28502195b6	13d1e030647a09e466dd9941298d7e461600840ec11977081fe0e41310c674eb	8278
6079	3841	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_YMMbf16_MASKmskw_MEMf32_AVX512_VL512	AVX512_BF16_512	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[mm] MOD!=3 UBIT=1 REG[rrr] RM[nnn] MODRM() VL=2 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_32_BITS() NELEM_FULL()	2f6492dec67db3708ef91e8580cd12fda38478fc6fefd99da3f70419e3fde4ad	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			F3	True	0,1,2			False	0	PROHIBITED	3	1	512	0	0	False	d57b89717095e670a8d0d821c7f056679b7a54daf718b6d57e2987b865fc496e	6a341e5d7fcc17ed494887ad62fe170460b0f41a5a411806507117dec949e882	e74007febe11a0a7e4232c7c9de68e0c9135c402151d37f175c997c6258db59d	8281
6080	3842	1541	evex	2	114	0x72	VCVTNEPS2BF16	VCVTNEPS2BF16_YMMbf16_MASKmskw_ZMMf32_AVX512	AVX512_BF16_512	AVX512EVEX	CONVERT	VEXVALID=2 0x72 VEX_PREFIX=3 MAP=2 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] VL=2 REXW=0 SKIP_OSZ=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	76a2598b650e5a91c071a43df4c28790235cd04c94ec868e7fe14dca2a4c90f7	MASKOP_EVEX	16,32,64			F3	True	3			False	0	PROHIBITED	3	1	512	0	0	False	d57b89717095e670a8d0d821c7f056679b7a54daf718b6d57e2987b865fc496e	0294e3ff93a10d02f028e84009f1a8601e8eb6fa1f52f585bfce64eeaad5d6ae	228f98286455563d73d4333133aea4a09780d09f021030ff0bcd89fb8ebb36f7	8280
